	cluster	from	from_category	from_cluster	from_network	from_popularity	from_topic	to	to_category	to_cluster	to_network	to_popularity	to_topic	videos	weight
393	10965	UCaRN6-qfVELTrTZYY05KZiQ	Entertainment	"[""4383"", ""10702"", ""10965""]"	Maker Studios	3	Hobby	UCc-2P5tCezbxegb7gxp6EXg	Entertainment	"[""3324"", ""7899"", ""9527"", ""9528""]"	Maker Studios	4	Hobby	"[""VDYZ_AUV02g"", ""Y5eyFlvhBh4""]"	2
394	10647	UCLF-kfM8ZxHQ9lW_lpu_thw	Entertainment	"[""8086"", ""10115"", ""10586"", ""10647"", ""10648""]"	None	4	Hobby	UCC8_YRJ7psy7uL1cTu1fPTQ	Entertainment	"[""10701"", ""13192""]"	None	2	Hobby	"[""vr0SOOrNtHU""]"	1
395	5566	UCsxMvzm3AumF6SHsQBva-AA	Entertainment	"[""5566"", ""7683"", ""10807""]"	None	2	Lifestyle	UCNRfqSkBqZR8Ge_QnfwqgFQ	People & Blogs	"[""6626""]"	Studio71	3	Lifestyle	"[""30P48sbjzWg"", ""3_46XA7M1wc"", ""62tCg0uIJlI"", ""DCukR0vq-Xg"", ""GJ2q723tekE"", ""L_mZXk_zv5Q"", ""NmVJ48PcVK0"", ""PgoWW6JPcIY"", ""UXaHKmcrBKw"", ""ZqTbAZMwd-8"", ""cNIns0KagQo"", ""ny2yBtT7MFI"", ""p-zzj6mRdyE"", ""rCPtUB6nf0w"", ""vC5Cd5_aXoc""]"	15
396	2459	UCs7UBXOMiE5Ch2Kz0rAA7Ag	Entertainment	"[""2374"", ""2459"", ""2644"", ""2701"", ""6668""]"	Maker Studios	3	Lifestyle	UCQVhJlOmUspW5n5dihNK5nA	Gaming	"[""8426"", ""8427"", ""8428"", ""9256"", ""13272""]"	None	0	Action game	"[""6K5YcFP09Cg""]"	1
397	2305	UCe4Ff5bEjSFQAOCjgFWA7uA	People & Blogs	"[""2172"", ""2305"", ""8595"", ""11292""]"	Studio71	3	Lifestyle	UCMgQwzHQrefJYo5GTIvhV0w	How-to & Style	"[""6523""]"	Studio71	4	Entertainment	"[""bnGZKp3zJi0"", ""iJ90EwBUS7E""]"	2
398	13530	UCh0WTtMUH-KlAh8qDKV1_Qw	Entertainment	"[""1182"", ""7139"", ""13530""]"	Fullscreen	1	Food	UCFOtVMEE5k0nrcvGSuzDLNQ	Gaming	"[""11052""]"	Maker Studios	0	Gaming	"[""oHr3thAqmb0""]"	1
399	7139	UCh0WTtMUH-KlAh8qDKV1_Qw	Entertainment	"[""1182"", ""7139"", ""13530""]"	Fullscreen	1	Food	UCZ7Cxp6r5JMhpSrIETCXzdQ	People & Blogs	"[""2511"", ""3807"", ""5298"", ""7867""]"	Maker Studios	3	Music	"[""vqLwcZ-CNnc""]"	1
400	8481	UCeyUPcTTiAg_k5dURbP0wAQ	Entertainment	"[""8127"", ""8481""]"	BroadbandTV	1	Hobby	UC5eFkEYek-doWULoTMr5VpQ	Entertainment	""""""	BroadbandTV	2	Hobby	"[""eFGTza_xlgk""]"	1
401	5245	UC9o3ChwDghTfXtlpd-vGTPg	Entertainment	"[""234"", ""755"", ""1663"", ""1849"", ""2480"", ""5245""]"	BroadbandTV	2	Humor	UCAJXUZhDf08Qj8FC0Pmwgcg	Entertainment	"[""756"", ""1089""]"	BroadbandTV	3	TV shows	"[""_hUjDf18opc"", ""epo1BjcCN_Y"", ""qhYreNp8GN4"", ""t0nGq7uypPU""]"	4
402	6687	UCo2LY-vZwNZL9cXUiQjOX8g	How-to & Style	"[""5213"", ""6687""]"	None	3	Lifestyle	UCDBkeRXbh1fKzD5flIbVWsg	Education	"[""3462"", ""3463"", ""9998"", ""12826""]"	Maker Studios	3	Lifestyle	"[""UJ9QHu264wk"", ""lLHlUNw5InQ"", ""lfv65Z-sZDE""]"	3
403	6687	UCo2LY-vZwNZL9cXUiQjOX8g	How-to & Style	"[""5213"", ""6687""]"	None	3	Lifestyle	UCZm99IRWDIG1fxAgtkykAVA	How-to & Style	""""""	Mixicom	4	Lifestyle	"[""0Hu6Bs7UOSk"", ""76V8NTf9DGc"", ""QhBcbPq-CnI"", ""U3UAZJKeAmM"", ""WdosSVGIfDw"", ""bYe-Lp6UDyQ"", ""gZRC44Xp4fg"", ""rzBTduemp9A"", ""sk0fmFAfGgs""]"	9
404	6687	UCo2LY-vZwNZL9cXUiQjOX8g	How-to & Style	"[""5213"", ""6687""]"	None	3	Lifestyle	UCoTyVfIkM-hjz4JauDoVvog	How-to & Style	""""""	Mixicom	4	Food	"[""13a3wTy90ck"", ""4rWM3yC2LCg"", ""6Z_P_Q-F34U"", ""9k6BJLktusE"", ""BciKYGHureQ"", ""EHw1oXXDVQ4"", ""KlL_hSS5uYk"", ""PErMlLi1D64"", ""RrC-5T8r3b0"", ""SDtn1-Pbbeo"", ""T-cts_XOsdM"", ""TXraTH0q-V4"", ""TzGQzhZM98M"", ""UH0EXAjuO4Q"", ""dDN65mKiTBw"", ""nxbPD7xqpPg"", ""u0CIa2CTG2g""]"	17
405	10961	UCtn__bQnuqeFU-BDqd6cb5Q	People & Blogs	"[""10961""]"	Fullscreen	3	Hobby	UCAo4b0ziAA6S0sex_dzgMYw	People & Blogs	"[""10962""]"	BroadbandTV	2	Hobby	"[""02LsJB6PFJM"", ""iDZ_qJl1gtI""]"	2
406	783	UCk4ESa-9ODg77xLnXwnIycg	Science & Technology	"[""783"", ""4841""]"	Fullscreen	2	Technology	UCyvHdB6om_ueuKbGr7TDM3g	Comedy	"[""3905""]"	theorchardmusic	3	Music	"[""ZQREa-Hhu5g""]"	1
407	3031	UCNG1FZWggUgYKEfW3iUx-Qw	People & Blogs	"[""3031""]"	Maker Studios	3	Lifestyle	UCjQGIImtaBSlzePE2xzZ6jw	Entertainment	"[""1421""]"	Fullscreen	2	Music	"[""XkijHY-5sVc""]"	1
408	10590	UCsDdQUPa4NvPvf2f00E5zfw	Entertainment	"[""47"", ""1767"", ""4528"", ""10514"", ""10590""]"	theonion	2	Music	UCMn9-p-rZENghLTkSsmIhFQ	Comedy	"[""4541"", ""6402"", ""8206""]"	Maker Studios	3	Food	"[""VA3WAWpipF4""]"	1
409	2947	UC5-8VMx6axaUnmlZNY3XPkA	Gaming	"[""2947"", ""6298"", ""7450""]"	BroadbandTV	3	Lifestyle	UCmdnyW-DeSFLGwDrGzqCqOQ	Entertainment	"[""973"", ""8552""]"	BroadbandTV	3	Music	"[""ZlrdIzX_m-w""]"	1
410	4965	UCssEeXJQUvzZl-rQI9okPVA	How-to & Style	"[""4965""]"	Fullscreen	3	Lifestyle	UCi-qQqKAsftD3m9Bsz5M5hg	People & Blogs	"[""446"", ""2311"", ""4869"", ""5032""]"	Maker Studios	2	Lifestyle	"[""Jh69Dn40eLg"", ""Sy5BqYb108Q"", ""WAJ6Frrw1pc"", ""Wg9bBcFdksw"", ""Zn5eRk7IDdU"", ""cNOr_C_ALFM"", ""cV1EUf6AGXA"", ""h9BqdgjjMQg"", ""hAMv4iITtCA"", ""jP5PDeDCzts"", ""pbixeC4zYJM"", ""y4u0K6i9zjs""]"	12
411	2137	UCMTmEpo6V_CHJW2vX6xkzcg	Entertainment	"[""2137""]"	Studio71	3	Lifestyle	UCC_r3spMB5i5QKgtdNVO0OQ	Comedy	"[""6237""]"	None	4	Lifestyle	"[""W4EMALu5pCg""]"	1
412	13124	UCHFA6Nt11kE_8OWIya0SQDQ	Entertainment	"[""7360"", ""13124"", ""13376""]"	BroadbandTV	3		UCGcltwAa9xthAVTMF2ZrRYg	Entertainment	"[""6989""]"	Maker Studios	3	Hobby	"[""_SkXmXKVEKc""]"	1
413	13124	UCHFA6Nt11kE_8OWIya0SQDQ	Entertainment	"[""7360"", ""13124"", ""13376""]"	BroadbandTV	3		UC45TGakhd-QcI_Y3WLMz3-g	Entertainment	"[""9815"", ""10907"", ""11998"", ""12084"", ""13112""]"	Maker Studios	3	Hobby	"[""L_nKNfQv2hk""]"	1
414	13617	UCBbjltPIsJYeJso-qRvvRYQ	Entertainment	"[""1135"", ""3210"", ""3931"", ""5887"", ""7195"", ""8251"", ""12444"", ""13617""]"	None	2	Music	UC4fLWR5uoe66S8spSO3V0gw	Entertainment	"[""7641"", ""7642"", ""10152""]"	Divimove IT affiliated	3	Music	"[""bbNuj3d5Vj8""]"	1
415	4985	UCgl_xdd0kH27vMIZnE-_17w	Comedy	"[""4985""]"	wizdeo managed	3	Sports game	UC4AswU_Bc-bQRrcqtru5ZXQ	Comedy	"[""7689"", ""7690""]"	wizdeo managed	3	Gaming	"[""T5PDY1y32VU"", ""WcnW7k-DyME"", ""_odNg4j3W6U"", ""gmyf-LP_2e4"", ""pwJM9u51ZAo""]"	5
416	2698	UCysmiBQRJc97SbSuBuZeRUQ	People & Blogs	"[""2698""]"	BroadbandTV	4	Music	UC93GIFT8UG4HzyCBVdL8blA	Comedy	"[""1101""]"	Fullscreen	4	Lifestyle	"[""U7guxaCFnt0""]"	1
417	2698	UCysmiBQRJc97SbSuBuZeRUQ	People & Blogs	"[""2698""]"	BroadbandTV	4	Music	UCBUikIlt08TBux5iOoPW_lQ	People & Blogs	"[""2743""]"	StyleHaul	3	Lifestyle	"[""8zcvNSyIbf8""]"	1
418	4705	UCyP6Mnxv84diX2StFMSa_Gg	People & Blogs	"[""2465"", ""2801"", ""4705"", ""5389"", ""7478"", ""11149""]"	BroadbandTV	3	Lifestyle	UCcyq283he07B7_KUX07mmtA	News & Politics	""""""	None	3	None	"[""927Yc1N3pJU""]"	1
419	1087	UCmrLCXSDScliR7q8AxxjvXg	News & Politics	"[""539"", ""1087""]"	BroadbandTV	3	Society	UCBINYCmwE29fBXCpUI8DgTA	Education	"[""5264"", ""8709""]"	BroadbandTV	4	Lifestyle	"[""MWw_hW38G3c""]"	1
420	4111	UCTqyxaB74Cfedi9Ks7jrRKA	People & Blogs	"[""4111""]"	BroadbandTV	3	Lifestyle	UCdIkXoFYHWyOaKiQMo0qInQ	Entertainment	""""""	BroadbandTV	4	Fashion	"[""5Rg6JkclR7s"", ""5rR2pUl1HtQ"", ""7MBghYwdt9w"", ""8Q3CsWDeD10"", ""AjkOcFg0WLQ"", ""DYPuMdHOBUM"", ""J1Nld6fAYzs"", ""LX9p5-wKHjg"", ""NU4TgR9RId0"", ""PviEBsfvJZg"", ""_T_m2efLIVc"", ""_wXpUG6nx_o"", ""entEHyAtXYQ"", ""f5FMaMtKzlk"", ""g1geryMW_j8"", ""l5syi_jWjr4"", ""mG2Hyg5sCAY"", ""t07tDJ_zuRw"", ""z55ZNi4WhyA"", ""zKyYVSoUNgQ""]"	20
421	4111	UCTqyxaB74Cfedi9Ks7jrRKA	People & Blogs	"[""4111""]"	BroadbandTV	3	Lifestyle	UCLPXpKv6WDc7mtapsbMyPHg	Non-profits & Activism	"[""5185"", ""5186""]"	ScaleLab	2	Lifestyle	"[""1nlNjeTJcDE""]"	1
422	7922	UC_ayPEoDRThQY8I6vPQbXMw	Science & Technology	"[""7922"", ""7923""]"	Maker Studios	3	Technology	UCYv8VkKxvmfYIRbowQALwCw	People & Blogs	"[""1471"", ""3836"", ""10659""]"	Fullscreen	4	Lifestyle	"[""HM2SCuquohI""]"	1
423	2837	UCGsvhicQf1Db3I1VfU2qN7A	Entertainment	"[""250"", ""2837""]"	None	3	Food	UC7rtE7hSTaC8xDf5v_7O1qQ	Entertainment	"[""3581"", ""8990""]"	BroadbandTV	4	Lifestyle	"[""7a37WXUTNrk"", ""F0hDDLLF8QE"", ""YCTtu07qHew"", ""YPTievsaqbg"", ""ZzGOOd7nsHU"", ""aRr7aFHMMPw"", ""ay7RFzj6_rg"", ""cYLZ_pZ7gfg"", ""g_SZ77YuDBs"", ""nz1DAEJsRiM"", ""rdX85cG2Yiw""]"	11
424	2276	UCBQ8NG_fqzmAmGEriQW1XZQ	Music	"[""2276""]"	Studio71	2	Music	UCfWqafyV4h6S_U_QpjT-6Ew	Comedy	"[""5755""]"	Maker Studios	3	Music	"[""O4LecYrQCpQ""]"	1
425	5703	UCGXHiIMcPZ9IQNwmJOv12dQ	How-to & Style	"[""5703""]"	None	3	Food	UCbIjNubJ-HvmmSJHqq2yC0A	Entertainment	""""""	None	2	Lifestyle	"[""UxvquqZgaXQ"", ""Z_B2g2vK8J8"", ""b6rec3yNwgE"", ""bcQctoWymb4"", ""dpz7AQzDLsU""]"	5
426	2078	UCNmXRwlQMlyXtLj-L9x3hLQ	Comedy	"[""2078""]"	None	3	Lifestyle	UCdaD_4xnYelegmtYUgHhKyw	People & Blogs	"[""2044"", ""4267""]"	FamilyVideoNetwork	3	Hobby	"[""dQYwUSxpBA8""]"	1
427	7996	UCy-pRSIMMBsp-AZlV4go3vw	Entertainment	"[""595"", ""3461"", ""7996""]"	None	4		UCIhx8gV4mgRybaXcZnY5WVA	Entertainment	"[""3140"", ""3237""]"	BroadbandTV	3	Lifestyle	"[""C1uiyvmR0Y4""]"	1
428	595	UCy-pRSIMMBsp-AZlV4go3vw	Entertainment	"[""595"", ""3461"", ""7996""]"	None	4		UCsvgoi3v6zshIIscDDXL2Hg	Music	"[""13034"", ""14009""]"	Machinima	3	Music	"[""6ojueC7oLvI""]"	1
429	7996	UCy-pRSIMMBsp-AZlV4go3vw	Entertainment	"[""595"", ""3461"", ""7996""]"	None	4		UCMc-r8lDh-bbN_bhVz8ySEg	How-to & Style	"[""3975""]"	StyleHaul	4	Lifestyle	"[""kUO0sDTaorw""]"	1
430	9347	UCyPs-i6Sg1TTiwF9WPcPL5A	People & Blogs	"[""9347""]"	Maker Studios	3	Fashion	UCEVnEmY6ix67Be8lHiGzHZA	People & Blogs	""""""	Maker Studios	2	Lifestyle	"[""5GnM0QSZGFs"", ""FgxXI58GhXo"", ""ItjGEu-8_4c"", ""PT_DQ-lTa_U"", ""Q5cKdEPS3Bs"", ""W0aV0HXfAt4"", ""w-YTdwnjfn4"", ""x3GorEXXq-8""]"	8
431	9347	UCyPs-i6Sg1TTiwF9WPcPL5A	People & Blogs	"[""9347""]"	Maker Studios	3	Fashion	UCtxmJNeRRAp0TqZcTpgiJqQ	People & Blogs	""""""	Studio71	3	Fashion	"[""-PrTU1p30VQ""]"	1
432	9347	UCyPs-i6Sg1TTiwF9WPcPL5A	People & Blogs	"[""9347""]"	Maker Studios	3	Fashion	UCYeQhkcRq-_oMa6VLiN9j-g	Entertainment	""""""	Maker Studios	3	Vehicles	"[""5VtKCgbnrcA"", ""CxJF7afJuVM"", ""HJh6oKWScYY"", ""UXxxs_Nq8j4"", ""bOA3VjsZM00"", ""iafzHoXfjOc"", ""xeq7cmJRl1o""]"	7
433	9347	UCyPs-i6Sg1TTiwF9WPcPL5A	People & Blogs	"[""9347""]"	Maker Studios	3	Fashion	UCGvj4E8Ivzeo1YI4ajR9vng	Entertainment	"[""2987""]"	Maker Studios	3	Hip hop music	"[""Bt_T0Wl35M4""]"	1
434	9920	UCJNtkDAqZBwJF4GKVD-5QKw	Entertainment	"[""9920""]"	Maker Studios	3	Food	UCkBGtybCaC-6tpGRVANhikg	Entertainment	"[""3209""]"	None	2	Food	"[""2DT6z7NUZz0"", ""QNo7RBkmtVQ""]"	2
435	1876	UCIVFEaKHBomhznMRX2aiQEQ	Entertainment	"[""1876"", ""3330""]"	Maker Studios	3	Lifestyle	UCDlKq4RKF0rEngnMUauuKhQ	People & Blogs	""""""	None	2	Lifestyle	"[""TT6Yp4V_5_0"", ""wD95xs0zF8M""]"	2
436	2042	UCkef4RnUCdRlKgDruLUJAKQ	How-to & Style	"[""1321"", ""2042""]"	StyleHaul	3	Lifestyle	UCplwPnjH1AAB1He_7rMkHgQ	Entertainment	"[""7598""]"	BroadbandTV	4	TV shows	"[""voLb28K2aiw""]"	1
437	6192	UC1UHfW5LkMIlz6FHnEHbXlQ	Entertainment	"[""1590"", ""6192""]"	Maker Studios	4	Lifestyle	UCwQSkyrft0ohf-ra21yIs9Q	Comedy	"[""6136""]"	Maker Studios	4	Lifestyle	"[""RM--Gmyfykc""]"	1
438	3032	UCjTVNkbx5megxlnl1spy2jg	Entertainment	"[""1179"", ""3032""]"	Maker Studios	3	Lifestyle	UCplwPnjH1AAB1He_7rMkHgQ	Entertainment	"[""7598""]"	BroadbandTV	4	TV shows	"[""_f0-jz4AZB8""]"	1
439	5294	UCqD3OnFZJmKxXPhM-ScDK4w	Entertainment	"[""5294""]"	Studio71	4	Lifestyle	UCz7Z0SmcRPgTkAJ5bwk096w	Entertainment	"[""1982""]"	Divimove	3	Music	"[""NeFnpy6iMlE"", ""X7UzWH4uluk""]"	2
440	7250	UCyb0T6J6nL5ibo0HLRMINKw	Comedy	"[""7250""]"	None	4	Music	UCLAumKr0O_z6r6RPiummR1g	Comedy	""""""	None	4	Animated cartoon	"[""0DnkMTPwqtI"", ""hKZgrXGdQzU"", ""oW32Z_Xz_i8""]"	3
441	8918	UCOOCeqi5txwviDZ4M5W9QSg	People & Blogs	"[""8918""]"	onerpmweb affiliate	4	Music	UCyPZEDIu6jV00JDNehz_LUg	Entertainment	""""""	NSTV Entertainment	3	Music	"[""qgrsD1FxdEM""]"	1
442	4933	UC4PooiX37Pld1T8J5SYT-SQ	Entertainment	"[""4933"", ""7600"", ""13327""]"	Studio71	5	Music	UCxz7sBKlpcpyCiPwXupRymw	Science & Technology	"[""5969""]"	BroadbandTV	3		"[""hXi4x-srgcQ""]"	1
443	13327	UC4PooiX37Pld1T8J5SYT-SQ	Entertainment	"[""4933"", ""7600"", ""13327""]"	Studio71	5	Music	UCzpCc5n9hqiVC7HhPwcIKEg	Entertainment	"[""1019"", ""8311"", ""8617"", ""13796""]"	Studio71	4	Music	"[""-lctE_6tf8s"", ""0OzX00T6ql0"", ""4G6gAdU3zeg"", ""5iuTtnRETek"", ""6A4xaP24sIQ"", ""82QRomZId5M"", ""8a-YoTor00E"", ""B5OcPoPT970"", ""BwlQbp8C-pc"", ""CN0X2s6t-C0"", ""GaO6BbTxzoE"", ""GwSTuE30xYI"", ""JAXuhhDaXPM"", ""L8dkNBfiCaM"", ""LT8vuA0VMrA"", ""LeEX-OQZi5k"", ""LsRANYurCSs"", ""MShx68KLPEU"", ""NY5QHziCPV0"", ""RtInIVb-KpA"", ""SlvXZhi9SB0"", ""TFCu_iiQuzU"", ""V8UEDa0Nx1g"", ""WLtn5DUg560"", ""WvOrSIFHOd4"", ""XcGWHrLRTYI"", ""cZaKjJFPdLs"", ""co1vXpdjv0E"", ""deLXrs2ZV5c"", ""eJVYSS5k__U"", ""hpRfR4Yv8bw"", ""iLfR3wDStuA"", ""jTdFRGMWcSo"", ""kCrmeYMdhlw"", ""lfbZdsZ6Tns"", ""lqFha3DAFMc"", ""mdiNKSbK-lM"", ""nWj5wSP21js"", ""nlxGQVTzXo0"", ""s3zyp4wWMeM"", ""uRIctvHKgnU"", ""vN0V6scFsuI""]"	42
444	4937	UCGgvKW19IWVvUUblrr8EgHA	Science & Technology	"[""4937""]"	BroadbandTV	3	Lifestyle	UCvGag7MyHR8H9oRm9iL9Ifw	Science & Technology	""""""	BroadbandTV	3	Lifestyle	"[""AchoDU-5uwE""]"	1
445	720	UCk40qSGYnVdFFBNXRjrvdpQ	Music	"[""720""]"	Studio71	4	Music	UCy9UJBnAfkGQFWe3R2JenzA	People & Blogs	""""""	Studio71	2	Music	"[""njeiZe8WeXQ""]"	1
446	4068	UCn1XB-jvmd9fXMzhiA6IR0w	Comedy	"[""4068""]"	ChannelFrederator	4	Animated cartoon	UCLzdMXE3R2xXIklfIO9HCcQ	Music	"[""1585""]"	Collab	3	Music	"[""fM2QIZBqGcY""]"	1
447	3168	UCnU2EtUW8Z4DxSqXxJ5cMQg	Comedy	"[""3168""]"	BroadbandTV	4	Gaming	UCbt4SegZBQLeXMTMvnrfZtw	Film & Animation	"[""3167""]"	BroadbandTV	4	Movies	"[""FrbgmzAHDWQ""]"	1
448	13993	UC2NyUeUIru1fwBEnZBTD3UQ	Film & Animation	"[""13993""]"	None	2	Movies	UCfFzNEYxqsSGoiw1ojgEhjw	Entertainment	"[""13243"", ""13244""]"	BroadbandTV	3	Movies	"[""rNzu_kf0wlU""]"	1
449	3476	UCR-ENZ64WL1vB8KU4YzdmTQ	Music	"[""3389"", ""3476""]"	Studio71	4	Music	UCplkk3J5wrEl0TNrthHjq4Q	Entertainment	"[""1474""]"	emipub	4	Music	"[""D6FhioBFoQQ""]"	1
450	3476	UCR-ENZ64WL1vB8KU4YzdmTQ	Music	"[""3389"", ""3476""]"	Studio71	4	Music	UC7OlHCKh1QLUGpVfRQwKA-g	Music	"[""1489"", ""6449""]"	Studio71	4	Music	"[""4kwUYhQFL6k""]"	1
451	3389	UCR-ENZ64WL1vB8KU4YzdmTQ	Music	"[""3389"", ""3476""]"	Studio71	4	Music	UCQIP6tGA4AQEIkABgb1AlhQ	Music	"[""2419""]"	Maker Studios	4	Music	"[""scKSAPHyORw""]"	1
452	2300	UCiVgz0WIXbHF61srOyQsw9g	How-to & Style	"[""2300""]"	Studio71	2	Lifestyle	UCIze4Pldy_KjXhYHqBwMLDQ	How-to & Style	"[""2299"", ""6665""]"	Studio71	3	Fashion	"[""7nXKklsOsH4""]"	1
453	11464	UCfPhyExfcaqJBKc3HO3cNBw	News & Politics	"[""3916"", ""5428"", ""8794"", ""10663"", ""11464"", ""12825""]"	Studio71	4	Lifestyle	UC-A4oZF4AlOEdlyZWBCI0cQ	Entertainment	"[""6664"", ""10661"", ""10664"", ""11457""]"	Studio71	4	Movies	"[""I7J6LJiOFoM"", ""bSXr3fBwwnQ""]"	2
454	10663	UCfPhyExfcaqJBKc3HO3cNBw	News & Politics	"[""3916"", ""5428"", ""8794"", ""10663"", ""11464"", ""12825""]"	Studio71	4	Lifestyle	UCrS1153jfo7qLrHng3zkCvQ	People & Blogs	"[""10653""]"	Studio71	3	Lifestyle	"[""wcBNjuoLtt0""]"	1
455	12825	UCfPhyExfcaqJBKc3HO3cNBw	News & Politics	"[""3916"", ""5428"", ""8794"", ""10663"", ""11464"", ""12825""]"	Studio71	4	Lifestyle	UCmGrokWkTx1kEb1MFBe8WBg	Entertainment	"[""4899"", ""5918"", ""6395"", ""8816""]"	Studio71	2	Music	"[""1l8S7S5TKes"", ""3POyfyC4Uco"", ""MIUcul5OtXI"", ""SB2n0Ny33XU"", ""SK_zTcyPc4M"", ""czeEzax434U"", ""eNpPjGjJaYg"", ""fKyUgFMlIDI"", ""flUQ-lmZjUY"", ""g2suHBWcd10"", ""jA78qCAciVQ"", ""mWl4WWxeW6c"", ""qzwQoKSZJHo""]"	13
456	11464	UCfPhyExfcaqJBKc3HO3cNBw	News & Politics	"[""3916"", ""5428"", ""8794"", ""10663"", ""11464"", ""12825""]"	Studio71	4	Lifestyle	UCYmA2vTHngGpBGlxDWEFFtg	People & Blogs	""""""	Studio71	3	Lifestyle	"[""5PY94baTVAQ"", ""7cclfYwVoXE"", ""94lU2511dPs"", ""AhCnetfrAyA"", ""DKn9UFANGt8"", ""Fo4fY3F_Dkc"", ""Hfp8ZoKpFpc"", ""IJ3Xs8-yLXA"", ""NtBqPuE6Txw"", ""T54_9poGcaE"", ""VVq_iOLfbqg"", ""YbDP6H3FFcI"", ""a8ZKCS_FQyc"", ""b85bEzO4zVs"", ""cwrC625rnok"", ""fzxjvauxqfQ"", ""juvYCoz3914"", ""kWK8r0AdKZY"", ""qVFWDcW-LrQ"", ""t9aLhFm-PRY"", ""tu5VdwV8buk""]"	21
457	5428	UCfPhyExfcaqJBKc3HO3cNBw	News & Politics	"[""3916"", ""5428"", ""8794"", ""10663"", ""11464"", ""12825""]"	Studio71	4	Lifestyle	UCY-TNU5jYhB6E4zfKomi1wg	People & Blogs	"[""5133"", ""6661"", ""6662"", ""8218""]"	None	3	Lifestyle	"[""0_bcTOXVRI0"", ""FnDaCtcqMdI"", ""M5kTy62eTmA"", ""c0b1nHUEBFs"", ""c_IRYxLG1UM"", ""eDHZOVZBNzQ""]"	6
458	11464	UCfPhyExfcaqJBKc3HO3cNBw	News & Politics	"[""3916"", ""5428"", ""8794"", ""10663"", ""11464"", ""12825""]"	Studio71	4	Lifestyle	UCyG_mUXBIWaoLkuiRnAWDvA	Entertainment	"[""637"", ""2984"", ""8002"", ""8793""]"	Studio71	3	Food	"[""2_YDTveCAm0"", ""55G7_FdA8iw"", ""61fd9wueEY4"", ""6EFp3okBHCo"", ""DncAbX9OQJI"", ""GfietM0Ijms"", ""Ks8XQ3xwWtg"", ""_wTlaGu_MAg"", ""cSenluCou8c"", ""lRDjPb-XL60"", ""mrLeKYzctec"", ""okLOQrkYI_0"", ""pvNh3iURxeA"", ""u4h8fDNFsk4"", ""zE3laH-AbpY""]"	15
459	11464	UCfPhyExfcaqJBKc3HO3cNBw	News & Politics	"[""3916"", ""5428"", ""8794"", ""10663"", ""11464"", ""12825""]"	Studio71	4	Lifestyle	UCCV3bIgzH800SK0AodYKy1g	Entertainment	"[""3551"", ""9068""]"	Studio71	3	Fitness	"[""4KIWSm-yR0k"", ""4xE78JYlbvc"", ""CtOxR-q3w2A"", ""tIB8BYwupRI""]"	4
460	547	UCT6yCzkSSGvnBLUHutSyB7Q	Entertainment	"[""538"", ""547""]"	Maker Studios	2	Movies	UC9GW9Me4ZRCa1YjkuJ3WNog	Film & Animation	""""""	BelieveSAS	3	Movies	"[""wDVLZfnq4dI""]"	1
461	2723	UCLm6s42r_wCbBX0QqXNCTwg	Entertainment	"[""2723""]"	Studio71	4	Action game	UCXcrFHACw1Wyk83bawK2Arg	Film & Animation	"[""4622""]"	IDG Germany	3	Movies	"[""_JTTTCCz-MA""]"	1
462	2723	UCLm6s42r_wCbBX0QqXNCTwg	Entertainment	"[""2723""]"	Studio71	4	Action game	UCliUkiN1dnL-xuhAEhqAGfg	Gaming	""""""	Studio71	3	Action game	"[""STHitJPcBmU""]"	1
463	2723	UCLm6s42r_wCbBX0QqXNCTwg	Entertainment	"[""2723""]"	Studio71	4	Action game	UCaH02uiAaEbNmNjEfN0NT_w	Entertainment	"[""1545"", ""3422""]"	None	3	Movies	"[""Rw2QXG7AZ90"", ""bwTs3WzWL_g"", ""l8A9u_D8jzk""]"	3
464	12350	UCs3o1YULWTaCCLMLU7siEWg	Music	"[""12350""]"	BodyMindZone	2	Music	UCmQK52xYtdeg7EYiQhqEeZA	Music	"[""1784"", ""2528"", ""2668"", ""5697"", ""7180"", ""8369""]"	BodyMindZone	3	Music	"[""9e76qy6gAhI""]"	1
465	12350	UCs3o1YULWTaCCLMLU7siEWg	Music	"[""12350""]"	BodyMindZone	2	Music	UCbxs25qHLsKs_dQv3rRkrHQ	Gaming	"[""6845""]"	QuizGroup	4	Action game	"[""I_zfGSNFU8Y""]"	1
466	5862	UCkVj3yY58qOJa3K_ipk_67A	People & Blogs	"[""5862""]"	Maker Studios	3	Lifestyle	UCU8fJPOQqMyLCprylcE5T0A	People & Blogs	"[""5860"", ""5861""]"	Maker Studios	3	Lifestyle	"[""6Z4DQKPeKnY"", ""9tHTX2UnxvI"", ""DAq4Uho_6SU"", ""sOuaGy9rsK4"", ""xJ1MqJk0s74""]"	5
467	5862	UCkVj3yY58qOJa3K_ipk_67A	People & Blogs	"[""5862""]"	Maker Studios	3	Lifestyle	UCK6BU1IJ_UV5AlxTDQvwoag	People & Blogs	"[""149"", ""4438"", ""13132""]"	Maker Studios	3	Lifestyle	"[""1h50xI9eNdw"", ""2lTW63Eb_9U"", ""6A6PutKE5I8"", ""OlEBL0DTt-E"", ""UGdd0QdzRIg"", ""kTwSf0ime48"", ""mOIEaT0nzRY"", ""otuy_xz838k"", ""xnB49AOXKu4""]"	9
