	cluster	from	from_category	from_cluster	from_network	from_popularity	from_topic	to	to_category	to_cluster	to_network	to_popularity	to_topic	videos	weight
0	4806	UCw-hc7ZJummS0AvWyjUX56A	Sports	"[""3102"", ""4806"", ""12796""]"	None	3	Fitness	UCWYtZYH4kcbMm29liIOSGQQ	Sports	"[""2996"", ""3143"", ""5232"", ""7762""]"	BroadbandTV	3	Sports	"[""Q-Z7QYkqn2M""]"	1
1	5556	UClpEE-Led9ZK0GJQKvU--3Q	Entertainment	"[""5556"", ""5884"", ""7050""]"	Maker Studios	2	Football	UCIKF1msqN7lW9gplsifOPkQ	Entertainment	"[""12627""]"	BroadbandTV	3	Music	"[""On4GE5hAU8s""]"	1
2	5556	UClpEE-Led9ZK0GJQKvU--3Q	Entertainment	"[""5556"", ""5884"", ""7050""]"	Maker Studios	2	Football	UC3M4u8_WwqY-2xDbJXxo5eQ	Gaming	"[""4139"", ""7049""]"	OmniaMediaCo	3	Sports game	"[""4cEkXTIcvH4""]"	1
3	6135	UCMDz09-3zO1hm1pqRA-Er0A	Entertainment	"[""6135""]"	BroadbandTV	3	Lifestyle	UC3fxB7rF6T7wqymKUJxwmXA	Entertainment	""""""	BroadbandTV	3	Lifestyle	"[""C7Waq5ZgqGU""]"	1
4	1367	UCUcBFGAfOzut1x4GSWa6Akg	Entertainment	"[""1367"", ""4731"", ""5365"", ""6760""]"	Maker Studios	3	Music	UCCk_JV7ar8HlxWZRXQKgS7w	People & Blogs	""""""	BroadbandTV	2	Lifestyle	"[""RJir4ghyTDo""]"	1
5	7858	UC9Q0dAjbhv0FbwvoHRSmjxA	How-to & Style	"[""5824"", ""5825"", ""7858""]"	Maker Studios	4	Hobby	UCXodGGoCUuMgLFoTf42OgIw	Entertainment	"[""5965"", ""10225"", ""13088"", ""13394""]"	None	2	Hobby	"[""z63XGfhgnCs""]"	1
6	5824	UC9Q0dAjbhv0FbwvoHRSmjxA	How-to & Style	"[""5824"", ""5825"", ""7858""]"	Maker Studios	4	Hobby	UCY26xU0-avwTJ6F6TzUZVEw	Film & Animation	"[""2073"", ""2460"", ""5912"", ""6667"", ""6831""]"	DreamWorksTV	4	Movies	"[""DdUV2Yh53Ws""]"	1
7	5825	UC9Q0dAjbhv0FbwvoHRSmjxA	How-to & Style	"[""5824"", ""5825"", ""7858""]"	Maker Studios	4	Hobby	UCdwudRKMOrpS08Q33JWpv7A	How-to & Style	""""""	Maker Studios	3	Hobby	"[""05qV0QMFYW0"", ""j4w9eaCwa3U""]"	2
8	13426	UCLFTOcssnu2LGS3FxGA5tsQ	Entertainment	"[""13367"", ""13374"", ""13426""]"	None	3	Hobby	UCOPYJ7o7p-i5xT6pvlX-7ng	Entertainment	"[""13377""]"	ScaleLab	3	Hobby	"[""Vur2PfNlI_Q""]"	1
9	13426	UCLFTOcssnu2LGS3FxGA5tsQ	Entertainment	"[""13367"", ""13374"", ""13426""]"	None	3	Hobby	UC7Rrbm84x8RK0OkKlHpmiUQ	Entertainment	"[""10881"", ""11845"", ""12304"", ""13432""]"	BroadbandTV	4	Hobby	"[""dB50g5a1Dx8""]"	1
10	12758	UCo9ExXwpxwBaYRM4mkD_J4A	Music	"[""292"", ""1653"", ""5191"", ""8407"", ""10243"", ""12758"", ""13216"", ""13801""]"	BroadbandTV	2	Hip hop music	UCD3_qHEhy1nPls0l2NZhCEA	Comedy	"[""7338""]"	Studio71	3	Music	"[""syFKneGDzEQ""]"	1
11	292	UCo9ExXwpxwBaYRM4mkD_J4A	Music	"[""292"", ""1653"", ""5191"", ""8407"", ""10243"", ""12758"", ""13216"", ""13801""]"	BroadbandTV	2	Hip hop music	UCCj6vOkV7fosYcBf6fXiYpw	Music	""""""	Freedom!	3	Music	"[""dRDEBaMa2YA""]"	1
12	10243	UCo9ExXwpxwBaYRM4mkD_J4A	Music	"[""292"", ""1653"", ""5191"", ""8407"", ""10243"", ""12758"", ""13216"", ""13801""]"	BroadbandTV	2	Hip hop music	UCVKWNQ_bjvwberVcQOhYa0A	Comedy	"[""764""]"	Maker Studios	3	Entertainment	"[""AVNlxjv7Yvo""]"	1
13	8407	UCo9ExXwpxwBaYRM4mkD_J4A	Music	"[""292"", ""1653"", ""5191"", ""8407"", ""10243"", ""12758"", ""13216"", ""13801""]"	BroadbandTV	2	Hip hop music	UCTvRo7ZqONvaTvh0lG2UYxA	Music	"[""5052"", ""5740"", ""6493"", ""7682"", ""8921"", ""10117"", ""10971"", ""12900""]"	BroadbandTV	3	Hip hop music	"[""EQtp4c2QBqk""]"	1
14	10243	UCo9ExXwpxwBaYRM4mkD_J4A	Music	"[""292"", ""1653"", ""5191"", ""8407"", ""10243"", ""12758"", ""13216"", ""13801""]"	BroadbandTV	2	Hip hop music	UCVyM1Zknz3u2hGLAN2NVtZg	Comedy	"[""4389"", ""7227"", ""7888"", ""8436"", ""8774""]"	BroadbandTV	4	Music	"[""9Ewtl2sASU4""]"	1
15	2202	UCzNq9i-DlDDBLjPerVzJW-A	Comedy	"[""2202""]"	None	3	Music	UCtWoDeegvTPfuuNm_ilJntg	Comedy	"[""5801""]"	Maker Studios	3	Humor	"[""ECbwCuN-5FE""]"	1
16	1685	UC9oOvCsrSGpX1Hl2cIJXYLw	Entertainment	"[""1685"", ""3438"", ""6773"", ""6774"", ""6775"", ""6776"", ""6777"", ""6778"", ""6779"", ""6780"", ""6781"", ""6782"", ""6784"", ""6785"", ""6786"", ""6787"", ""6788"", ""6789"", ""6790"", ""6791"", ""6792"", ""6793"", ""6795"", ""6796"", ""6914"", ""6915"", ""6916"", ""6917"", ""6918"", ""6919"", ""6921"", ""6922"", ""6923"", ""6924"", ""6925"", ""6926"", ""6927"", ""6928"", ""6929"", ""6930"", ""6931"", ""6932"", ""6933"", ""6934"", ""6935""]"	Studio71	2	Gaming	UCIPVJoHb_A5S3kcv3TJlyEg	People & Blogs	"[""8382"", ""8383"", ""8384"", ""10914"", ""11135"", ""12294""]"	BroadbandTV	4	Action game	"[""tdsNqpOLbA0""]"	1
17	580	UCi1S0Cx-hfDV1w25N3l_0dw	Sports	"[""580"", ""1166"", ""3458"", ""4515"", ""5536"", ""11701"", ""11879""]"	None	2	Fitness	UCIIt69f5D44s2cdb9vXQNzA	Education	"[""5083"", ""5158"", ""5772"", ""7161""]"	None	3	Technology	"[""7VQEk6SSAjU""]"	1
18	1166	UCi1S0Cx-hfDV1w25N3l_0dw	Sports	"[""580"", ""1166"", ""3458"", ""4515"", ""5536"", ""11701"", ""11879""]"	None	2	Fitness	UCBINYCmwE29fBXCpUI8DgTA	Education	"[""5264"", ""8709""]"	BroadbandTV	4	Lifestyle	"[""aCDN1pAEJaQ""]"	1
19	10152	UC4fLWR5uoe66S8spSO3V0gw	Entertainment	"[""7641"", ""7642"", ""10152""]"	Divimove IT affiliated	3	Music	UCLtf1GhnARGHtP5jWcEmHLQ	Entertainment	"[""3321"", ""8378"", ""11174"", ""11175""]"	Maker Studios	3	Action game	"[""bhdwPrUcO_A""]"	1
20	6529	UCgtgMd3z_Boj_QABLbLlabw	People & Blogs	"[""6529""]"	None	2	Food	UChl-lOZZY2vo_Zho6cfj0uQ	People & Blogs	"[""160""]"	Maker Studios	3	Lifestyle	"[""ClzENBgP4mk"", ""Yswj0L7SAps""]"	2
21	6529	UCgtgMd3z_Boj_QABLbLlabw	People & Blogs	"[""6529""]"	None	2	Food	UCvFyPrPVotqsTlqxUmAOYRw	People & Blogs	"[""1863""]"	Maker Studios	4	Lifestyle	"[""ErPLxspxjiI"", ""zqbraVsveCw""]"	2
22	11195	UC_drtxXViugebE3bzqjD-Kg	Entertainment	"[""11195""]"	BroadbandTV	2	Lifestyle	UCOYUFFxT50nvDaRj5Mn5XNg	Music	""""""	None	3	Children's music	"[""XKOEfXxoeYA""]"	1
23	2337	UCrGnb5RdHA9M6WGmBGYo4ZQ	Gaming	"[""2337"", ""4300""]"	Maker Studios	4	Role-playing video game	UChNZkn2p1FVG4LaybWGKlVQ	People & Blogs	"[""8117"", ""8625""]"	BroadbandTV	3	Vehicles	"[""VTqYYPLu-ks""]"	1
24	1693	UCY9f2Rinm3jXBv_R97Uc0Lg	Entertainment	"[""1693""]"	None	1	Music	UCRY5Ex9MEDYHuZPZcYjmb7w	Entertainment	"[""516""]"	BroadbandTV	3	Lifestyle	"[""DjzOgRmchDk"", ""qPboo6SErf0""]"	2
25	5291	UCy8WPFE1WEsCJYcYuzZpeXg	People & Blogs	"[""1339"", ""5291""]"	BroadbandTV	2	Lifestyle	UCPsp098EE90Gyqgvo0Eazeg	Entertainment	""""""	BroadbandTV	3	Lifestyle	"[""5o4hLxAYe7Y"", ""BJT0exh7LGQ"", ""CCzv6Vv25qM"", ""CQMSjkXT-dM"", ""Pg2P2z9NDXY"", ""PvI0ajv6oFg"", ""ZK0ll9kINMU"", ""dFT6WDJqljA"", ""nZUeMjJSR2Q"", ""q23yJCFmnnM"", ""q3hQmfRioCU"", ""tcNI0cR_FXk"", ""xR_06CQvCx4""]"	13
26	405	UCC5kum96eeAdJGfizULP4lw	Entertainment	"[""50"", ""224"", ""405"", ""1407"", ""1502"", ""2464""]"	None	3	Fashion	UCXbqccgn5h3tkVzjava_DIA	Comedy	"[""1844""]"	BroadbandTV	4	Entertainment	"[""3_428gPQpSQ""]"	1
27	4536	UC-V2ze2c4s7rV4neMd7ZS-w	How-to & Style	"[""4536""]"	UCI Affiliate	3	Lifestyle	UCvbuLGqYUqOn1G4nhK3DOyw	Film & Animation	"[""1519"", ""3542""]"	StyleHaul	2	Fashion	"[""V0DNGTuQaik""]"	1
28	13476	UC7h_KLzf87ftHCkc1AfYwUQ	Entertainment	"[""13329"", ""13476"", ""13656"", ""13657""]"	None	2	Movies	UC6hBefyLMtG7FXhZ55da3Vw	Music	"[""13810""]"	BroadbandTV	3	Music	"[""d7deIbHe8dk""]"	1
29	7542	UCISkC3KkwYtXWDp91SXeE4A	Entertainment	"[""7542""]"	Fullscreen	2	Food	UCJNtkDAqZBwJF4GKVD-5QKw	Entertainment	"[""9920""]"	Maker Studios	3	Food	"[""Fb7nUgxx8YA""]"	1
30	7504	UCjpgDLE5LGOpzX2igCKAdSQ	People & Blogs	"[""1046"", ""7503"", ""7504""]"	Maker Studios	3	Lifestyle	UC3plLXnGpWZcFBVKRL2pQyg	Entertainment	"[""1829"", ""2123"", ""2124"", ""2764"", ""5199"", ""5341""]"	Maker Studios	3	Food	"[""2Q1njDjF9qs"", ""3bxQWPW3kJk"", ""69uoID1vs0Y"", ""IuX_eylOJPA"", ""N9cNhMKhVqI"", ""OOm6awL63cI""]"	6
31	7802	UCkuug-Gcff-YaxE4j4czN6g	Comedy	"[""7802""]"	None	3	Music	UCDoOmSJp3ks_r8hbt2f0Hbw	Entertainment	"[""5871"", ""13558""]"	Maker Studios	3	Football	"[""lHHPUz8Nsw8""]"	1
32	2142	UC5pmjxKYia6W0kr9Q4vZT7w	Music	"[""2142""]"	None	3	Music	UCt-rT2jtMulvAMo1aaz1i8g	Cars & Vehicles	"[""1472"", ""10006""]"	None	2	Vehicles	"[""2O09IbmVgRk""]"	1
33	9760	UC7nGdI1YVbdj0lBqEeg8KxQ	Entertainment	"[""5638"", ""7676"", ""8135"", ""8732"", ""9760""]"	None	4	Hobby	UCqdGW_m8Rim4FeMM29keDEg	Entertainment	"[""5474"", ""6328"", ""8134"", ""13786""]"	None	4		"[""b9I5olmZvcc""]"	1
34	29	UCW2G11dTUlkjZCW_0EaZK4Q	Entertainment	"[""29"", ""244"", ""296"", ""1431"", ""1432"", ""3361"", ""9799"", ""9800"", ""9801"", ""9802"", ""10813""]"	Maker Studios	3	Music	UCD-aXv7CMezGSTfxmKAD6Ag	Entertainment	"[""440"", ""2760""]"	Maker Studios	4	Music	"[""PEtPdqyZREA""]"	1
35	4522	UCWP9sPHAkNy4WILl-UIYr-A	Comedy	"[""4522""]"	None	3	Lifestyle	UCy-pRSIMMBsp-AZlV4go3vw	Entertainment	"[""595"", ""3461"", ""7996""]"	None	4		"[""56CV8oT0BBA"", ""8_hQ8KNc5tk"", ""Gq42NdvNaK8""]"	3
36	4522	UCWP9sPHAkNy4WILl-UIYr-A	Comedy	"[""4522""]"	None	3	Lifestyle	UCKZPygoPIOCJS_mRgiZWFiA	People & Blogs	"[""6715""]"	None	2	Lifestyle	"[""pEGcbvz8kYg""]"	1
37	3055	UCG4JOj6aRvPhmMng8-MOUmw	Entertainment	"[""3055""]"	None	2	Hip hop music	UCjfPobJg2TZ83j-5AQ54lkQ	Entertainment	"[""4303"", ""5128""]"	Studio71	3	Music	"[""9A_aoPQlDeU""]"	1
38	7307	UCdM34OHz6bm8dlIJTYDSLyg	Comedy	"[""7307""]"	BroadbandTV	3	Music	UC4WjlJxCPSbykB0P3R1My1Q	Sports	"[""806"", ""5958"", ""8826"", ""10942"", ""13726""]"	None	2	Sports	"[""IlOAWlvzIpA"", ""xtWnKaIz2SA""]"	2
39	7307	UCdM34OHz6bm8dlIJTYDSLyg	Comedy	"[""7307""]"	BroadbandTV	3	Music	UCE4xBsDmbZY0_gY6AU5M4Cw	Comedy	"[""981"", ""2706""]"	BroadbandTV	3	Music	"[""V72T33eoDbI""]"	1
40	5202	UCiH828EtgQjTyNIMH6YiOSw	Entertainment	"[""3333"", ""5202"", ""5598"", ""8040""]"	None	3	Movies	UCT9D87j5W7PtE7NHOR5DUOQ	Science & Technology	"[""8180"", ""10755""]"	BroadbandTV	3	Technology	"[""ygr_u6ys9YQ""]"	1
41	8040	UCiH828EtgQjTyNIMH6YiOSw	Entertainment	"[""3333"", ""5202"", ""5598"", ""8040""]"	None	3	Movies	UC3_1I-uMQrC_m8MgbIEZh7Q	Entertainment	""""""	None	2	Movies	"[""5x9os_uNxPQ"", ""QMJRCK8Uwnc"", ""a0vgrtUvt1g"", ""aW584HsvxWE"", ""byoB4rKXrY0"", ""dzk0URfMAuo"", ""iXL4hrSiG4M"", ""oKHohOmKu5k""]"	8
42	1696	UCCBRMzkG8uIWHUAmSRmIcBA	People & Blogs	"[""1696"", ""2108""]"	None	0	Music	UCtixLHW0DJpVF6RBpLvGLhw	People & Blogs	"[""11735""]"	BroadbandTV	3	Knowledge	"[""9q_KqV_cpvI""]"	1
43	1343	UCjSuc_OjQJR6157Jk6AEylA	Entertainment	"[""1343""]"	ScaleLab	2	Entertainment	UCYvYLFiZt25hmpZ7o_jxBsg	People & Blogs	"[""2502"", ""6251"", ""7612"", ""9553""]"	Fullscreen	2	Lifestyle	"[""-8Ks0E0F4JU""]"	1
44	6106	UCV306eHqgo0LvBf3Mh36AHg	Entertainment	"[""6106""]"	Maker Studios	4	Music	UCJVXhkC0dXk6HV9ExcrviOQ	Entertainment	"[""6032"", ""12997""]"	BroadbandTV	3	Gaming	"[""eBZhZ8NbDdA""]"	1
45	6106	UCV306eHqgo0LvBf3Mh36AHg	Entertainment	"[""6106""]"	Maker Studios	4	Music	UCjHWf9iAFSerJHE_XU3uo0A	Entertainment	"[""4671"", ""4942"", ""12004"", ""12532""]"	onerpmweb affiliate	3	Music	"[""DgoSNycwA6c""]"	1
46	6106	UCV306eHqgo0LvBf3Mh36AHg	Entertainment	"[""6106""]"	Maker Studios	4	Music	UCI8sv83spd8raFGRan5k2XA	Entertainment	"[""86"", ""2121""]"	BroadbandTV	4	Music	"[""kNR_tK_9ADM"", ""uGCa5d4pquI""]"	2
47	5499	UCfr55bMg3ILQB0Z4KyIUQOg	Science & Technology	"[""5499""]"	None	1	Technology	UCXzySgo3V9KysSfELFLMAeA	Science & Technology	"[""9581""]"	TheVerge	3	Technology	"[""F9dYs4xPX7Q""]"	1
48	1759	UCbvyz6kmUTtJKlBWUwL_yfQ	People & Blogs	"[""1759"", ""7113""]"	None	3	Music	UCrRwWhRPArkPDJ_HCkvYKWg	Entertainment	"[""1711"", ""3764""]"	None	3	Food	"[""1FACJYWsUVs""]"	1
49	3109	UCwNzLpk33dblyY2Gg-SyPxw	Music	"[""3109"", ""3497"", ""5396"", ""7092"", ""7282"", ""8131"", ""8682""]"	Studio71	3	Hip hop music	UCBAK1zxiH-uuU7TvblsKLGQ	Sports	""""""	Studio71	1	Basketball	"[""wr6bJG46X5k""]"	1
50	7092	UCwNzLpk33dblyY2Gg-SyPxw	Music	"[""3109"", ""3497"", ""5396"", ""7092"", ""7282"", ""8131"", ""8682""]"	Studio71	3	Hip hop music	UCUOzfE_yQA-OwOGpfOAbxPw	Music	""""""	None	1	Music	"[""SC3W3frMHGg"", ""UrJX7cztDbk"", ""dJC_hVxkd_4"", ""gYMculYTZ1g"", ""vkBjK-sR5kc""]"	5
51	6228	UCkUyj4v7h2lWiALZyAglPmw	People & Blogs	"[""4357"", ""6228""]"	Maker Studios	3	Hobby	UCKjjmMqvuxNYw8c6knceexQ	Entertainment	"[""3705"", ""5826""]"	Maker Studios	4	Hobby	"[""3SGmHtEK5fE""]"	1
52	9116	UCgUCv1oTwlgJQ3JagaixYTQ	Film & Animation	"[""9116""]"	None	0	Music	UCQuYk8JnW1tploMzdse9c6w	Science & Technology	"[""5092"", ""5528""]"	None	2	Technology	"[""YEAxcLmo4JY""]"	1
53	6612	UCyCyTe_1bT2aIPwG_gxbyeg	People & Blogs	"[""3954"", ""6611"", ""6612"", ""11973""]"	Maker Studios	4	Lifestyle	UC_g3TD1LEhCSgTI4gbQpmPA	People & Blogs	""""""	Fullscreen	3	Music	"[""B3PjE_5bwig"", ""SAR4aT5pv4Q"", ""SrrTTObLIsM"", ""YH3c7mEP26U"", ""jXlHwS8j4_w"", ""o0X98NcXQJ0""]"	6
54	11973	UCyCyTe_1bT2aIPwG_gxbyeg	People & Blogs	"[""3954"", ""6611"", ""6612"", ""11973""]"	Maker Studios	4	Lifestyle	UCvN2kqDAGhH9M07gOohci4A	Comedy	"[""3968"", ""4506"", ""8487"", ""13023""]"	Maker Studios	3	Lifestyle	"[""VtB2TZ6794E"", ""X_G2keFVoCg"", ""j1JBI46cZsE""]"	3
55	11973	UCyCyTe_1bT2aIPwG_gxbyeg	People & Blogs	"[""3954"", ""6611"", ""6612"", ""11973""]"	Maker Studios	4	Lifestyle	UCxL7KXCV5YW0KdPRV583VJQ	People & Blogs	""""""	Maker Studios	3	Lifestyle	"[""TVeFiNaa7kg""]"	1
56	7534	UCg2z1irSzSN68c2oLi3pvbw	People & Blogs	"[""5922"", ""7534""]"	None	3	Fashion	UCKjjmMqvuxNYw8c6knceexQ	Entertainment	"[""3705"", ""5826""]"	Maker Studios	4	Hobby	"[""6sket4GkBlY""]"	1
57	6212	UCV9OLReC5bMvuiCFGBdK7Mg	Entertainment	"[""5916"", ""6212""]"	Studio71	4	Music	UCmOVQgF8082QYnf45uOBsoA	Entertainment	"[""8129""]"	Studio71	4	Music	"[""-bDTvzpxatw"", ""DFEccuZ7Os0"", ""n8Fssy2_Chk""]"	3
58	6212	UCV9OLReC5bMvuiCFGBdK7Mg	Entertainment	"[""5916"", ""6212""]"	Studio71	4	Music	UCjfPobJg2TZ83j-5AQ54lkQ	Entertainment	"[""4303"", ""5128""]"	Studio71	3	Music	"[""5SzX4CWF_YE""]"	1
59	7608	UCMOWB-s0Kek9o9sS8xA_kZQ	News & Politics	"[""2819"", ""7608""]"	BroadbandTV	2	Society	UChwwoeOZ3EJPobW83dgQfAg	News & Politics	"[""2645""]"	DigitalDynastyMedia	3	Society	"[""K2yx28mJRcw""]"	1
60	4776	UCxytOEPP99jj8mqVGAO7haQ	How-to & Style	"[""4776""]"	None	4	Food	UCIZSqPHF-R9m3X5o0VPKFdg	Entertainment	""""""	BroadbandTV	3	Music	"[""GfxK6RSfwC8""]"	1
61	10290	UClvS4HJrKp3eLT62pNgUJNw	Entertainment	"[""10290""]"	None	3	Lifestyle	UCtxmJNeRRAp0TqZcTpgiJqQ	People & Blogs	""""""	Studio71	3	Fashion	"[""-L5mOc96Irk"", ""2h2l5bfM9-M"", ""FU4nJHeSl20"", ""Hoc-I3Cs2eo"", ""JrSWAM_CSz4"", ""ZyOTaMVA3uo"", ""_ACLDRU9FHE"", ""dCfwGXVFE1c"", ""dLybdbFZa-0"", ""dMCHUQm-Dz4"", ""dgp5XW30DQI"", ""qnBTBSpc5hY""]"	12
62	5287	UCQOQ3RxX_o-B-68wSKdcfMQ	How-to & Style	"[""5287""]"	Studio71	3	Food	UCZxTHv4_G9RUqefQtIXorig	How-to & Style	"[""5933""]"	None	3	Food	"[""CaD1ylRQ2LY"", ""NVgEf_Zpkes""]"	2
63	13815	UC_MH4Sme5jV2nS24bDXJ15w	Music	"[""439"", ""2756"", ""4327"", ""4865"", ""5989"", ""11213"", ""13792"", ""13815""]"	None	2	Music	UCEG_84q4DDappW2ZgLoMOuw	Entertainment	"[""9519"", ""12382""]"	BroadbandTV	2	Movies	"[""hltySSB0W5A""]"	1
64	3370	UC3Cnr-4CikOdHeOcgnTYOtA	Science & Technology	"[""2293"", ""3370"", ""8981""]"	BroadbandTV	1	Action game	UCnivvjOresHwAGU9Rwzp0jA	Entertainment	"[""3344""]"	TubeOne	4	Music	"[""7XvQ7I8Th4Q""]"	1
65	158	UCOxg9Xv1w4CKZlXB9KLDd9Q	Travel & Events	"[""158"", ""2171""]"	Citizine Affiliate	2	Lifestyle	UC4WjlJxCPSbykB0P3R1My1Q	Sports	"[""806"", ""5958"", ""8826"", ""10942"", ""13726""]"	None	2	Sports	"[""DHUed3wDfPg""]"	1
66	5542	UCG0E3naN7D-bgldOJvGHbtg	How-to & Style	"[""5542"", ""12686""]"	Studio71	4	Fashion	UCFYLH3txyqLIInjhMvcxkAQ	How-to & Style	"[""1748""]"	TubeOne	3	Fashion	"[""ErwEfFBjaVg""]"	1
67	5542	UCG0E3naN7D-bgldOJvGHbtg	How-to & Style	"[""5542"", ""12686""]"	Studio71	4	Fashion	UC1r80brC9Uya5IGR0dFru8Q	People & Blogs	""""""	Studio71	3	Lifestyle	"[""2aObza62sbc"", ""4wipaJ2Dtg4"", ""80fQiKffmlY"", ""9cDqPhZwjWs"", ""FCtnV3kOvNo"", ""NOHVAVfiA54"", ""VAlt32UuGcU"", ""i2utFMAzgDc"", ""ndZfzY6l_RE""]"	9
68	11844	UCjaEkvQsPMqUGwDiwRWVybg	Entertainment	"[""10531"", ""11844"", ""12013"", ""12753"", ""13354"", ""13372""]"	None	3	Hobby	UCaOuM_M71WxH1aSjaIsIeBA	Film & Animation	"[""11024"", ""11246"", ""11905"", ""12750"", ""12752"", ""12807"", ""12868"", ""12966"", ""12991"", ""12992"", ""13509"", ""13727""]"	None	1	Movies	"[""4b9LCTMnf74"", ""BDphP_DApEc"", ""CYLlmHQZrYs"", ""CdQEhn58oSg"", ""H5wxKjPYuGc"", ""Oj7NTlQUhXA"", ""X_paJrhUREA"", ""l829q3ITtBo"", ""l82Gn30lcMw"", ""nrFxc_v-bmk"", ""tPuqVq6d19c"", ""uqwCn0Qruc8"", ""y2hRNID5cVQ""]"	13
69	10531	UCjaEkvQsPMqUGwDiwRWVybg	Entertainment	"[""10531"", ""11844"", ""12013"", ""12753"", ""13354"", ""13372""]"	None	3	Hobby	UCeIJ-REzMNatEylKN8UUUsw	Entertainment	"[""6802"", ""12714""]"	Fullscreen	3	Hobby	"[""VZcg5rh8g1c""]"	1
70	11844	UCjaEkvQsPMqUGwDiwRWVybg	Entertainment	"[""10531"", ""11844"", ""12013"", ""12753"", ""13354"", ""13372""]"	None	3	Hobby	UCLFTOcssnu2LGS3FxGA5tsQ	Entertainment	"[""13367"", ""13374"", ""13426""]"	None	3	Hobby	"[""YJVnoTNFqao""]"	1
71	13354	UCjaEkvQsPMqUGwDiwRWVybg	Entertainment	"[""10531"", ""11844"", ""12013"", ""12753"", ""13354"", ""13372""]"	None	3	Hobby	UCV-18rfjEN_iULsf9fOQ5cw	Entertainment	"[""8261""]"	BroadbandTV	3	Hobby	"[""WDI6YnyO3VE""]"	1
72	10531	UCjaEkvQsPMqUGwDiwRWVybg	Entertainment	"[""10531"", ""11844"", ""12013"", ""12753"", ""13354"", ""13372""]"	None	3	Hobby	UCSwZDdGEOY4lwk0rwDfoobQ	Entertainment	"[""2789"", ""3342""]"	TopBeautyBlog	3	Hobby	"[""D3I8fPrD7iI""]"	1
73	11844	UCjaEkvQsPMqUGwDiwRWVybg	Entertainment	"[""10531"", ""11844"", ""12013"", ""12753"", ""13354"", ""13372""]"	None	3	Hobby	UCOPYJ7o7p-i5xT6pvlX-7ng	Entertainment	"[""13377""]"	ScaleLab	3	Hobby	"[""2n98fzPSKX0"", ""G2wjXIKUfT0"", ""SSOekFLWhKo""]"	3
74	10531	UCjaEkvQsPMqUGwDiwRWVybg	Entertainment	"[""10531"", ""11844"", ""12013"", ""12753"", ""13354"", ""13372""]"	None	3	Hobby	UCAAnisqlhJxTj14MaZUTckw	Film & Animation	"[""11777"", ""12288"", ""12927"", ""13351"", ""13467""]"	ClassicClipsTV	2	Hobby	"[""H1wI_pvihRs""]"	1
75	11844	UCjaEkvQsPMqUGwDiwRWVybg	Entertainment	"[""10531"", ""11844"", ""12013"", ""12753"", ""13354"", ""13372""]"	None	3	Hobby	UCFgF2t5o3k58KJnDfnNx9rQ	Entertainment	"[""6877""]"	BroadbandTV	2	Hobby	"[""2BYckCsL-F4"", ""uEYad5RJmB8""]"	2
76	11844	UCjaEkvQsPMqUGwDiwRWVybg	Entertainment	"[""10531"", ""11844"", ""12013"", ""12753"", ""13354"", ""13372""]"	None	3	Hobby	UC7Rrbm84x8RK0OkKlHpmiUQ	Entertainment	"[""10881"", ""11845"", ""12304"", ""13432""]"	BroadbandTV	4	Hobby	"[""JnKix6lyD7g"", ""OV3bKwXnTs0"", ""wpwGadSCs6w""]"	3
77	4364	UCIq1GmbGVP30y8RGvjoHg9g	Entertainment	"[""4364""]"	Studio71	3	Lifestyle	UCyspjf9V4T1SUrWN4b2Fmew	People & Blogs	""""""	Studio71	2	Vehicles	"[""Qpl6Y5zdqRw"", ""bqJNdx4x27k""]"	2
78	6839	UCo7kA3XcXrqS8_cbz5GboCg	People & Blogs	"[""6839""]"	Maker Studios	2	Lifestyle	UCQ0zEN1fqouaGfQH8kvqevQ	People & Blogs	"[""6838"", ""9370""]"	Maker Studios	2		"[""PlAVdbtXpW4""]"	1
79	2599	UCiSIOIVt2rBeEGeeID5-p_A	People & Blogs	"[""2599""]"	None	1	Technology	UC56cowXhoqRWHeqfSJkIQaA	Education	""""""	None	4	Children's music	"[""iocGfl1jxJs""]"	1
80	3047	UCVrvnobbNGGMsS5n2mJwfOg	People & Blogs	"[""3047""]"	DDNPartners	4	Lifestyle	UC4rZhOlpnq4TpSj6DiWfuNQ	Entertainment	"[""5511""]"	Maker Studios	2	Music	"[""_ncMAW3G-E8""]"	1
81	3047	UCVrvnobbNGGMsS5n2mJwfOg	People & Blogs	"[""3047""]"	DDNPartners	4	Lifestyle	UCI2NRqm3URrWvHjX7KUeqHQ	Travel & Events	"[""3457""]"	None	3	Lifestyle	"[""0FHhLKq5WY0"", ""7aCfNGo9lak"", ""NRyY6WfDxeE"", ""ddyj6VOD54o""]"	4
82	2940	UCT_FWaZuqgw5QOjqtgsoTxw	Entertainment	"[""2940"", ""5760"", ""6105"", ""6419"", ""8644"", ""11016""]"	BroadbandTV	3	Society	UCQuYk8JnW1tploMzdse9c6w	Science & Technology	"[""5092"", ""5528""]"	None	2	Technology	"[""EXtZSDpiDik""]"	1
83	3563	UCqtJWtlJv8yhkh5EM83pBhA	Gaming	"[""3563""]"	Fullscreen	2	Sports	UCi-5OZ2tYuwMLIcEyOsbdRA	Entertainment	"[""8260""]"	None	4	Gaming	"[""kgMIIAjWDgA""]"	1
