	cluster	from	from_category	from_cluster	from_network	from_popularity	from_topic	to	to_category	to_cluster	to_network	to_popularity	to_topic	videos	weight
1565	4465	UCqxR2Iw5VHXG7Avn_QZz50Q	Entertainment	"[""4465"", ""13956""]"	Studio71	2	Sports	UC3FPb7i09c79CEg8Roe_0Ng	People & Blogs	""""""	Freedom!	1	Lifestyle	"[""JzRQ7q6tj0E"", ""WcJCi_TLYFM"", ""_2xNfzaoAK4"", ""gI1_v1fiP6A"", ""yUQKMwkuagI""]"	5
1566	4465	UCqxR2Iw5VHXG7Avn_QZz50Q	Entertainment	"[""4465"", ""13956""]"	Studio71	2	Sports	UCmN-4F1Z9qQQCw3yifnCJMQ	Entertainment	"[""6086"", ""9173""]"	None	2	Sports	"[""xDGBWY2nOSk""]"	1
1567	5169	UCP-bdbQG7rkx5_w5x3QUiCg	People & Blogs	"[""5169"", ""6430""]"	None	3	Food	UCIjquHL0-e5Z5YmmVOPIHpg	Gaming	"[""2967""]"	BroadbandTV	1	Gaming	"[""sTK3eYHG62U""]"	1
1568	245	UCr2QvpTUjwbbRsK8hoMwR0A	Film & Animation	"[""245"", ""2426"", ""6684""]"	Studio71	2		UCn68TL1GAqH2r9I0SDoYJvg	Music	""""""	BroadbandTV	3	Movies	"[""e0CJ3tEgyys""]"	1
1569	2426	UCr2QvpTUjwbbRsK8hoMwR0A	Film & Animation	"[""245"", ""2426"", ""6684""]"	Studio71	2		UCS8DGP3UMuVc906j84Eqe0Q	Gaming	"[""4830"", ""6677"", ""7902"", ""8226""]"	None	1	Music	"[""AQUIo4HWr9M"", ""X42Z2PO8R6w""]"	2
1570	245	UCr2QvpTUjwbbRsK8hoMwR0A	Film & Animation	"[""245"", ""2426"", ""6684""]"	Studio71	2		UCv6e81arqlPt1iskoAfOehA	Entertainment	"[""3821""]"	None	1	Entertainment	"[""KPILTZnf_dI"", ""QsNrMeM8COE""]"	2
1571	2426	UCr2QvpTUjwbbRsK8hoMwR0A	Film & Animation	"[""245"", ""2426"", ""6684""]"	Studio71	2		UC2Ua5arV3Xl5eoDjeP1tvng	Film & Animation	"[""3934"", ""6230""]"	None	2		"[""aIJcI5irqnY"", ""kETFHHfRiog""]"	2
1572	6684	UCr2QvpTUjwbbRsK8hoMwR0A	Film & Animation	"[""245"", ""2426"", ""6684""]"	Studio71	2		UCEqBMWd6aeCVLAUMEO5WqIw	Entertainment	"[""7198"", ""7529"", ""8567"", ""8568"", ""8686"", ""9567""]"	Maker Studios	2		"[""2HdFZv2X80g"", ""UuYbo7g1cig"", ""VSs_7midmLU"", ""c-NIlxOh2wY""]"	4
1573	6684	UCr2QvpTUjwbbRsK8hoMwR0A	Film & Animation	"[""245"", ""2426"", ""6684""]"	Studio71	2		UCMVCs1F_XGueuaD9AfgTWmg	Film & Animation	"[""4786"", ""4893"", ""5484"", ""5707"", ""5708"", ""7441"", ""7442"", ""7465"", ""7856"", ""8132"", ""9357"", ""9375"", ""9622"", ""11115"", ""11317"", ""11423""]"	Alloy	3	Movies	"[""ZICp9szgHAc""]"	1
1574	6684	UCr2QvpTUjwbbRsK8hoMwR0A	Film & Animation	"[""245"", ""2426"", ""6684""]"	Studio71	2		UCmA-0j6DRVQWo4skl8Otkiw	Entertainment	"[""2251"", ""2981"", ""2982"", ""7678""]"	Maker Studios	4		"[""E7dPoa-xSLc"", ""TKn4yCfpEzI"", ""_MyZAQQLM8k""]"	3
1575	245	UCr2QvpTUjwbbRsK8hoMwR0A	Film & Animation	"[""245"", ""2426"", ""6684""]"	Studio71	2		UCkLrYpXjoZo380zsD9ftkUA	Entertainment	"[""7774""]"	Maker Studios	3	Music	"[""OXZCXNyuDVE"", ""_Vf3G2G2mSw"", ""pRRru3kd1-c"", ""u1S1XreeUUw""]"	4
1576	6684	UCr2QvpTUjwbbRsK8hoMwR0A	Film & Animation	"[""245"", ""2426"", ""6684""]"	Studio71	2		UCiifkYAs_bq1pt_zbNAzYGg	Entertainment	"[""1475"", ""1528""]"	TimeWarner	4	Movies	"[""7JHPbpc_g84"", ""BnjjSry2fy8"", ""D9JWJnfN9wk"", ""Egad-H_vjR0"", ""JlZ3SII3myk"", ""Ro2JrVRGsxA"", ""Z8KcLyTXK44"", ""c1hcjcSQvkc"", ""dQ4AZ09g4WI"", ""eSH8LPB69Eo"", ""kYdNYH-au4c"", ""sDiNypIhjZ4"", ""uiIDNUnxD0Y""]"	13
1577	9710	UC8az0OO4wXXu2k0ifJjxxBg	Comedy	"[""2116"", ""2359"", ""2934"", ""7790"", ""9710""]"	Maker Studios	3	Music	UCGwcH4qnJ2qM_ZJUSFcAMAA	Comedy	"[""3200"", ""6304"", ""7037"", ""7878"", ""9703"", ""9811"", ""10649"", ""10817""]"	Maker Studios	3	Music	"[""97D17NmahME""]"	1
1578	9710	UC8az0OO4wXXu2k0ifJjxxBg	Comedy	"[""2116"", ""2359"", ""2934"", ""7790"", ""9710""]"	Maker Studios	3	Music	UCawhykebEeDYMLFNeEdnX7g	People & Blogs	"[""1588"", ""2519"", ""2535"", ""7329"", ""8166"", ""12936""]"	Maker Studios	3	Music	"[""BBMCiSMBAzs""]"	1
1579	9710	UC8az0OO4wXXu2k0ifJjxxBg	Comedy	"[""2116"", ""2359"", ""2934"", ""7790"", ""9710""]"	Maker Studios	3	Music	UCOpcACMWblDls9Z6GERVi1A	Film & Animation	"[""732"", ""3287"", ""4424"", ""7664"", ""7665"", ""8162"", ""10011"", ""13855""]"	Break	4	Movies	"[""7HcdqgWGFno"", ""RAEKsTDmkpM""]"	2
1580	889	UCw3YBvqEFnleB2wR7SVNA2A	Education	"[""889""]"	BroadbandTV	2	Lifestyle	UCAGvQjt6wpf4H3ak5vA-hWA	Entertainment	""""""	Mitu	4	None	"[""G47TYOpczYA""]"	1
1581	889	UCw3YBvqEFnleB2wR7SVNA2A	Education	"[""889""]"	BroadbandTV	2	Lifestyle	UC_6TY1I5afGbaSZqTcHmPZA	Entertainment	""""""	Ritual Network	2	Lifestyle	"[""MVFRRzAs6r0""]"	1
1582	4510	UCKHhA5hN2UohhFDfNXB_cvQ	Science & Technology	"[""3860"", ""4510""]"	neotv	4	Food	UCUBYHxfhpoDKcel_aAm51wg	Music	"[""4393""]"	BroadbandTV	3	Music	"[""kwX-A1hzZ4E""]"	1
1583	2242	UC1sVnwXAjct1g2oaFojIpnA	Pets & Animals	"[""2242""]"	Social Blade Legacy	3	Pets	UCBHWb2IEdXTFk7NmA00DtFA	Comedy	"[""719""]"	avex	3	Music	"[""jYxeoop_HNk""]"	1
1584	13351	UCAAnisqlhJxTj14MaZUTckw	Film & Animation	"[""11777"", ""12288"", ""12927"", ""13351"", ""13467""]"	ClassicClipsTV	2	Hobby	UC7Rrbm84x8RK0OkKlHpmiUQ	Entertainment	"[""10881"", ""11845"", ""12304"", ""13432""]"	BroadbandTV	4	Hobby	"[""1EfN57UC29I"", ""kVjISHANkbk"", ""q5YM9wd1N9s""]"	3
1585	12927	UCAAnisqlhJxTj14MaZUTckw	Film & Animation	"[""11777"", ""12288"", ""12927"", ""13351"", ""13467""]"	ClassicClipsTV	2	Hobby	UCRzrrqyLGLBHk05tdXEzUzw	Entertainment	"[""12800""]"	BroadbandTV	2	Hobby	"[""NPeJ9tUxBSQ""]"	1
1586	13351	UCAAnisqlhJxTj14MaZUTckw	Film & Animation	"[""11777"", ""12288"", ""12927"", ""13351"", ""13467""]"	ClassicClipsTV	2	Hobby	UC76v7--WTskmzIf7GJUvaww	Entertainment	""""""	ScaleLab	3	Hobby	"[""Q2ZubhXsQXM""]"	1
1587	5391	UCbIV7t22dH_d75fv1GP56zA	Travel & Events	"[""612"", ""3481"", ""4895"", ""5391""]"	ScaleLab	3	Lifestyle	UC9vjywnlCDIMSGcI6nfr3kA	Gaming	"[""4406""]"	BroadbandTV	3	Role-playing video game	"[""aGefwiWEQrw""]"	1
1588	13901	UCRjb5Pm3IgvtP7JXuYDomdw	Gaming	"[""13901""]"	None	1	Movies	UC5Vt34I0bSAQJGYLxkSLTPA	How-to & Style	"[""9820""]"	ChannelFrederator	3		"[""H21ETFcyl5A""]"	1
1589	3665	UCvVuqRzGVqRlmZYlTf99M_w	Entertainment	"[""3665""]"	BigFrame	4	Music	UC4rZhOlpnq4TpSj6DiWfuNQ	Entertainment	"[""5511""]"	Maker Studios	2	Music	"[""aBKlIrB4Ck0"", ""dBh3yGIIVkU""]"	2
1590	11382	UCMWBHK6eXpZWbpn4rcJUfGg	Entertainment	"[""11382""]"	e1T7EkHIHvOIWBG1Om8xHA	2	Hobby	UCCqeNqrFzNB2axEpi2xD0DQ	Gaming	""""""	BroadbandTV	3	Action game	"[""7wIsgUcHdPw""]"	1
1591	7350	UCNYrK4tc5i1-eL8TXesH2pg	Music	"[""7350""]"	Jukin Media	4	Music	UCAV6zGvyXIte0HTqExfzxVA	Entertainment	""""""	None	2	Music	"[""TwZrA2Zgt_U""]"	1
1592	7350	UCNYrK4tc5i1-eL8TXesH2pg	Music	"[""7350""]"	Jukin Media	4	Music	UCIPVJoHb_A5S3kcv3TJlyEg	People & Blogs	"[""8382"", ""8383"", ""8384"", ""10914"", ""11135"", ""12294""]"	BroadbandTV	4	Action game	"[""4bgtWNzErlA""]"	1
1593	2095	UCCqEeDAUf4Mg0GgEN658tkA	Entertainment	"[""2095""]"	Alloy	3	Movies	UCiH828EtgQjTyNIMH6YiOSw	Entertainment	"[""3333"", ""5202"", ""5598"", ""8040""]"	None	3	Movies	"[""KcUnMf7uPGA""]"	1
1594	2095	UCCqEeDAUf4Mg0GgEN658tkA	Entertainment	"[""2095""]"	Alloy	3	Movies	UC3_1I-uMQrC_m8MgbIEZh7Q	Entertainment	""""""	None	2	Movies	"[""iXL4hrSiG4M""]"	1
1595	2770	UCAvwetms56ntZtQWkYoqEIQ	Entertainment	"[""2770"", ""6311""]"	Maker Studios	3	Football	UCaKYDdoWRyMElSo9uD_JS8A	Entertainment	"[""1865"", ""2745""]"	BroadbandTV	3	Music	"[""ZEQZKby4VOU""]"	1
1596	6311	UCAvwetms56ntZtQWkYoqEIQ	Entertainment	"[""2770"", ""6311""]"	Maker Studios	3	Football	UCispvoHvINRUT3g8EgPWguA	Sports	"[""4109"", ""4214"", ""4524"", ""6313"", ""7487"", ""7770""]"	Maker Studios	3	Football	"[""M8mGFfUA7WA""]"	1
1597	4943	UCWe8gMTSyMVfEUo_tOYafyQ	Comedy	"[""4943""]"	Studio71	3	Music	UCAdjN5CwZrg0HRsUI-E_yuA	How-to & Style	"[""1976""]"	Studio71	3	Fashion	"[""cV8pfOdy56s"", ""qGBvXNP3MVs""]"	2
1598	4943	UCWe8gMTSyMVfEUo_tOYafyQ	Comedy	"[""4943""]"	Studio71	3	Music	UCWVKUr4UCSjjQV-uE-HZmlA	Entertainment	"[""3988""]"	Maker Studios	3	Fashion	"[""uXF80__qAsA""]"	1
1599	2488	UCQo5uJbnbcZPnAMVwLxxsaA	Gaming	"[""2488"", ""5030"", ""5031"", ""11571""]"	BroadbandTV	2	Action game	UCu1NksnFbeB2J0JAltAKOZQ	Gaming	"[""7932""]"	Machinima	3	Gaming	"[""BxECBllAZy0""]"	1
1600	2488	UCQo5uJbnbcZPnAMVwLxxsaA	Gaming	"[""2488"", ""5030"", ""5031"", ""11571""]"	BroadbandTV	2	Action game	UCLMKLU-ZuDQIsbjMvR3bbog	Gaming	"[""2268""]"	Social Blade Legacy	4	Role-playing video game	"[""-d3qIlo4mVU"", ""f38E5vS1oWk""]"	2
1601	4191	UCixZbl-OnDOQsl7rd_f7mqw	Gaming	"[""4191""]"	Machinima	1	Action game	UCmXH8QeHZg9Co4dg2e2-sRA	Entertainment	"[""5061""]"	ScaleLab	2	Gaming	"[""7CE87XAuL_s""]"	1
1602	11876	UCY2ovfktLak0pE0zSzojlLw	Music	"[""3507"", ""11876""]"	BroadbandTV	3	Music	UC61Kri0Zm18ROcYMOn-Bf4A	Comedy	"[""5399""]"	Maker Studios	4	Entertainment	"[""aUsLdxT9yro""]"	1
1603	2135	UCz1zUgK4xp0DabABOE75sog	Entertainment	"[""1378"", ""2135""]"	Very Us Network Hamburg	3	Music	UCD3_qHEhy1nPls0l2NZhCEA	Comedy	"[""7338""]"	Studio71	3	Music	"[""g3JcEO3i9-w""]"	1
1604	7971	UCn_kYmg9eBCd68WjO2-EQHg	Comedy	"[""7971""]"	BroadbandTV	3	Music	UCI8qvn5uozF_ft7fQhYZC3w	People & Blogs	"[""3936""]"	None	3	Hobby	"[""DlkqnCEzgRc"", ""RNT8o0EPjKA"", ""leB9F26Hf4E""]"	3
1605	6819	UChSsKVEQ7MWauk25HMOH_kA	People & Blogs	"[""6819""]"	BroadbandTV	3	Entertainment	UCXodGGoCUuMgLFoTf42OgIw	Entertainment	"[""5965"", ""10225"", ""13088"", ""13394""]"	None	2	Hobby	"[""Mz6MpaHS7Jg""]"	1
1606	9683	UCJq_tPCypikczQaRdZrhkzA	Entertainment	"[""9683""]"	None	2	Entertainment	UCAjUmxPSaa3RAb9LGcwDI9g	Entertainment	"[""2080""]"	None	2	Entertainment	"[""vocIaowDDO8""]"	1
1607	4158	UCJb7_Qsz9pNQDcOA4YA6TxA	Music	"[""4158""]"	BroadbandTV	4	Music	UCVyM1Zknz3u2hGLAN2NVtZg	Comedy	"[""4389"", ""7227"", ""7888"", ""8436"", ""8774""]"	BroadbandTV	4	Music	"[""uEvTpQSyCKw""]"	1
1608	2425	UCmanSvwYKJOIV5uwNBhcRKQ	Entertainment	"[""1163"", ""2425"", ""3372""]"	Studio71	1	Entertainment	UCpeFrfZ9NF_FPz47pp36Ilw	Gaming	"[""10416""]"	Curse	3	Role-playing video game	"[""jVlstRHunGM""]"	1
1609	2802	UCdK_G8bo0X0kVwxiWoIUfwQ	People & Blogs	"[""2802""]"	None	3	Music	UCvgt4ph5fROR3Fo0_pBc43Q	People & Blogs	"[""3998"", ""4061""]"	BroadbandTV	3	Lifestyle	"[""ggMFcDSm1no""]"	1
1610	2802	UCdK_G8bo0X0kVwxiWoIUfwQ	People & Blogs	"[""2802""]"	None	3	Music	UCIhx8gV4mgRybaXcZnY5WVA	Entertainment	"[""3140"", ""3237""]"	BroadbandTV	3	Lifestyle	"[""5Gvw_o-LuJ4"", ""8dV81VQT34E"", ""BL4GICbYYi8"", ""t3Jbczab7MU""]"	4
1611	11207	UCUwhDdyeWjyMlLEdLYVmU8g	Gaming	"[""9007"", ""10194"", ""11207""]"	Maker Studios	3	Gaming	UCHuZmQ0lSW8TG81dVZZh5rw	Gaming	"[""8267"", ""10298"", ""10301""]"	BroadbandTV	4	Gaming	"[""GqoJIgAfXsY"", ""Qk8WuD-uq6s"", ""RjqnUntA3lA"", ""tIJ-1Q-WGNg"", ""yJ0ooANZFWA""]"	5
1612	11207	UCUwhDdyeWjyMlLEdLYVmU8g	Gaming	"[""9007"", ""10194"", ""11207""]"	Maker Studios	3	Gaming	UCi844f7R7YxdWXEAo7Tkk7Q	Gaming	"[""11110"", ""11111""]"	BroadbandTV	3	Action-adventure game	"[""DXPmlbjvD8E"", ""yqZxUVgDFN0""]"	2
1613	11207	UCUwhDdyeWjyMlLEdLYVmU8g	Gaming	"[""9007"", ""10194"", ""11207""]"	Maker Studios	3	Gaming	UC2cFeYExnDrcXLVOsoo7ieg	Gaming	"[""10294"", ""10802"", ""11421"", ""11422""]"	BroadbandTV	3	Gaming	"[""ocK1ECAhecA""]"	1
1614	9528	UCc-2P5tCezbxegb7gxp6EXg	Entertainment	"[""3324"", ""7899"", ""9527"", ""9528""]"	Maker Studios	4	Hobby	UC1sb-8607_3Qc_JLeIssPzA	Entertainment	""""""	Maker Studios	3	Hobby	"[""HJuMq-9jhcQ""]"	1
1615	3324	UCc-2P5tCezbxegb7gxp6EXg	Entertainment	"[""3324"", ""7899"", ""9527"", ""9528""]"	Maker Studios	4	Hobby	UCqMi0lQcC4j8MgkxnwEtHNg	Entertainment	""""""	Maker Studios	2	Hobby	"[""iVm1aEIOZmE""]"	1
1616	6837	UCXk9Voo5cAfoYbnXjrNZhVw	Science & Technology	"[""1812"", ""6837"", ""7792""]"	Mitu	4	Technology	UC9ofrfw5BosPLmHYyXam2Kw	Science & Technology	"[""4713"", ""4714""]"	2btube	2	Technology	"[""lE-fQ9UU-JM""]"	1
1617	11192	UCZjCiuXIP9ydZ4E6lxq1rIw	Gaming	"[""3370"", ""3439"", ""5507"", ""5767"", ""5972"", ""6362"", ""8497"", ""11192"", ""13037"", ""13113"", ""13114""]"	None	1	Action game	UCurxwSgLuBXOHH-guCLNdmw	Gaming	"[""5842"", ""13604""]"	Freedom!	1	Action-adventure game	"[""ZSs7jAtvydc""]"	1
1618	13113	UCZjCiuXIP9ydZ4E6lxq1rIw	Gaming	"[""3370"", ""3439"", ""5507"", ""5767"", ""5972"", ""6362"", ""8497"", ""11192"", ""13037"", ""13113"", ""13114""]"	None	1	Action game	UCwCGJEeUYDMA0ZgFx1Sx1GA	Gaming	""""""	None	2	Music	"[""cbPkwXqB00g""]"	1
1619	13113	UCZjCiuXIP9ydZ4E6lxq1rIw	Gaming	"[""3370"", ""3439"", ""5507"", ""5767"", ""5972"", ""6362"", ""8497"", ""11192"", ""13037"", ""13113"", ""13114""]"	None	1	Action game	UCRCODdRFa5G2r3jkBCw9J7Q	Gaming	"[""8863"", ""10142"", ""10874"", ""12579""]"	BroadbandTV	2	Action game	"[""7afkV81__Nc"", ""94XT5Jc8zVE"", ""A4l5P2QuPDk"", ""IakqM4NGnDk"", ""Iv2ctzhuT50"", ""MiLEfKc_y6U"", ""N-qn7eqMFsw"", ""Wqik5u9oqxs"", ""iUtehbsojZk"", ""y9-PVzkIflw""]"	10
1620	13037	UCZjCiuXIP9ydZ4E6lxq1rIw	Gaming	"[""3370"", ""3439"", ""5507"", ""5767"", ""5972"", ""6362"", ""8497"", ""11192"", ""13037"", ""13113"", ""13114""]"	None	1	Action game	UCcfUAgCv_13Y7FyMCQ4rPYw	Gaming	"[""9607"", ""10080"", ""10081""]"	Maker Studios	4	Action game	"[""XrPu8rxhUgY""]"	1
1621	13113	UCZjCiuXIP9ydZ4E6lxq1rIw	Gaming	"[""3370"", ""3439"", ""5507"", ""5767"", ""5972"", ""6362"", ""8497"", ""11192"", ""13037"", ""13113"", ""13114""]"	None	1	Action game	UCJKow99eWX7faXkw-6Yy00w	Gaming	""""""	None	2	Action game	"[""eVnAJhrs-Sw"", ""oQRlktNUNfQ""]"	2
1622	13113	UCZjCiuXIP9ydZ4E6lxq1rIw	Gaming	"[""3370"", ""3439"", ""5507"", ""5767"", ""5972"", ""6362"", ""8497"", ""11192"", ""13037"", ""13113"", ""13114""]"	None	1	Action game	UCgjESM1wlYdExaYgdzO76xQ	Gaming	"[""10207""]"	BroadbandTV	2	Action-adventure game	"[""s6SEG6Dq-CM""]"	1
1623	13114	UCZjCiuXIP9ydZ4E6lxq1rIw	Gaming	"[""3370"", ""3439"", ""5507"", ""5767"", ""5972"", ""6362"", ""8497"", ""11192"", ""13037"", ""13113"", ""13114""]"	None	1	Action game	UCam8T03EOFBsNdR0thrFHdQ	Gaming	""""""	Maker Studios	5	Role-playing video game	"[""Xm1wI9PBt1Y""]"	1
1624	13114	UCZjCiuXIP9ydZ4E6lxq1rIw	Gaming	"[""3370"", ""3439"", ""5507"", ""5767"", ""5972"", ""6362"", ""8497"", ""11192"", ""13037"", ""13113"", ""13114""]"	None	1	Action game	UCnY4FZJNlgPVTEDgV9vZHjw	Gaming	"[""12450"", ""12451""]"	Machinima	3	Action game	"[""PIVKI6BqGOo""]"	1
1625	13037	UCZjCiuXIP9ydZ4E6lxq1rIw	Gaming	"[""3370"", ""3439"", ""5507"", ""5767"", ""5972"", ""6362"", ""8497"", ""11192"", ""13037"", ""13113"", ""13114""]"	None	1	Action game	UC5FwNPQTXs7EziV0IJwVSpQ	Gaming	""""""	Freedom!	1	Action game	"[""7DKhtG9n2dY""]"	1
1626	13113	UCZjCiuXIP9ydZ4E6lxq1rIw	Gaming	"[""3370"", ""3439"", ""5507"", ""5767"", ""5972"", ""6362"", ""8497"", ""11192"", ""13037"", ""13113"", ""13114""]"	None	1	Action game	UCClNRixXlagwAd--5MwJKCw	Gaming	""""""	None	4	Action game	"[""07f6WDSq-LY""]"	1
1627	13113	UCZjCiuXIP9ydZ4E6lxq1rIw	Gaming	"[""3370"", ""3439"", ""5507"", ""5767"", ""5972"", ""6362"", ""8497"", ""11192"", ""13037"", ""13113"", ""13114""]"	None	1	Action game	UCUwhDdyeWjyMlLEdLYVmU8g	Gaming	"[""9007"", ""10194"", ""11207""]"	Maker Studios	3	Gaming	"[""KfZrkVTp9PI""]"	1
1628	13113	UCZjCiuXIP9ydZ4E6lxq1rIw	Gaming	"[""3370"", ""3439"", ""5507"", ""5767"", ""5972"", ""6362"", ""8497"", ""11192"", ""13037"", ""13113"", ""13114""]"	None	1	Action game	UCtct1n-5LxMRDuBOIW9uQqA	People & Blogs	""""""	None	0	Role-playing video game	"[""X0bxMu8Kpak""]"	1
1629	13113	UCZjCiuXIP9ydZ4E6lxq1rIw	Gaming	"[""3370"", ""3439"", ""5507"", ""5767"", ""5972"", ""6362"", ""8497"", ""11192"", ""13037"", ""13113"", ""13114""]"	None	1	Action game	UCqO7yiHBI60jmiQzKBBwQhA	Entertainment	"[""8439""]"	BroadbandTV	3	Gaming	"[""DBxlMymN-UY""]"	1
1630	13113	UCZjCiuXIP9ydZ4E6lxq1rIw	Gaming	"[""3370"", ""3439"", ""5507"", ""5767"", ""5972"", ""6362"", ""8497"", ""11192"", ""13037"", ""13113"", ""13114""]"	None	1	Action game	UCLmXbAhDd2-CujWuHuWXdvQ	Gaming	"[""6458"", ""12805""]"	BroadbandTV	3	Action game	"[""4rqLNTDN4gU"", ""FrElEjx1OYI"", ""JKXCmJ2cbEc"", ""NhhNrwF7cHM"", ""eL36asJCB1M"", ""shSu6zV4luI"", ""w0p__B9Ag4I""]"	7
1631	11192	UCZjCiuXIP9ydZ4E6lxq1rIw	Gaming	"[""3370"", ""3439"", ""5507"", ""5767"", ""5972"", ""6362"", ""8497"", ""11192"", ""13037"", ""13113"", ""13114""]"	None	1	Action game	UCu1NksnFbeB2J0JAltAKOZQ	Gaming	"[""7932""]"	Machinima	3	Gaming	"[""BoaLngckDIg"", ""HKHnBsmy_9k"", ""S6WXtE1KPno"", ""pTfEtDgOyU0"", ""w0GEFTsuf90""]"	5
1632	3370	UCZjCiuXIP9ydZ4E6lxq1rIw	Gaming	"[""3370"", ""3439"", ""5507"", ""5767"", ""5972"", ""6362"", ""8497"", ""11192"", ""13037"", ""13113"", ""13114""]"	None	1	Action game	UCW07alAefFXWdo7RgEDtBcQ	Gaming	"[""260"", ""13258""]"	BroadbandTV	3	Action game	"[""rXOHBB9EYb4""]"	1
1633	13113	UCZjCiuXIP9ydZ4E6lxq1rIw	Gaming	"[""3370"", ""3439"", ""5507"", ""5767"", ""5972"", ""6362"", ""8497"", ""11192"", ""13037"", ""13113"", ""13114""]"	None	1	Action game	UCoVJ-VqlxzKOY8Y6eKATu2w	Gaming	"[""10579""]"	None	2	Gaming	"[""Qp7fS4lk_p0"", ""Wu0uqc1kbQw"", ""fn7sQ9TK9R4""]"	3
1634	13114	UCZjCiuXIP9ydZ4E6lxq1rIw	Gaming	"[""3370"", ""3439"", ""5507"", ""5767"", ""5972"", ""6362"", ""8497"", ""11192"", ""13037"", ""13113"", ""13114""]"	None	1	Action game	UCutxBsHkawd5e_0rsWNYHpw	Gaming	"[""10570"", ""12096"", ""13140""]"	Studio71	3	Gaming	"[""3BBOtuvT3o4"", ""FDTUGNVl5eY"", ""GXzcU-_L2_0"", ""HaMkY72BH5s"", ""POChUgSQjOE"", ""QYWa8P8q-rY"", ""RHxWPt0OM-k"", ""Y7aSvCNlPCQ"", ""YYVLPnPjYr0"", ""aafUyyxX5bw"", ""jk-rIRVPTzE"", ""k-ErNcOZnpY"", ""oIOphLUAPH0"", ""rUBsEBYB0SM"", ""yG6IRkqTf3A""]"	15
1635	13113	UCZjCiuXIP9ydZ4E6lxq1rIw	Gaming	"[""3370"", ""3439"", ""5507"", ""5767"", ""5972"", ""6362"", ""8497"", ""11192"", ""13037"", ""13113"", ""13114""]"	None	1	Action game	UCbelMOJfsiGWylEJeJCx0RQ	Gaming	""""""	BroadbandTV	1	Vehicles	"[""dkzv7VlaJno""]"	1
1636	13113	UCZjCiuXIP9ydZ4E6lxq1rIw	Gaming	"[""3370"", ""3439"", ""5507"", ""5767"", ""5972"", ""6362"", ""8497"", ""11192"", ""13037"", ""13113"", ""13114""]"	None	1	Action game	UC08gRrnpFs1EyJsue_M_7Ew	Gaming	"[""6350"", ""7562""]"	ScaleLab	0	Action game	"[""pY6Nnt7iFyM""]"	1
1637	13114	UCZjCiuXIP9ydZ4E6lxq1rIw	Gaming	"[""3370"", ""3439"", ""5507"", ""5767"", ""5972"", ""6362"", ""8497"", ""11192"", ""13037"", ""13113"", ""13114""]"	None	1	Action game	UCndIQvuUtTIwA-Tc6IBa_-A	Gaming	""""""	Maker Studios	2	Action game	"[""JBH_9eo17I0""]"	1
1638	13113	UCZjCiuXIP9ydZ4E6lxq1rIw	Gaming	"[""3370"", ""3439"", ""5507"", ""5767"", ""5972"", ""6362"", ""8497"", ""11192"", ""13037"", ""13113"", ""13114""]"	None	1	Action game	UCNVMW8UDDZYVxXJqVs3lnUA	Gaming	"[""6116"", ""9951"", ""11039""]"	Divimove	3	Action game	"[""9rWZ4sg1Fvw"", ""LTfQKR-lFtg""]"	2
1639	13113	UCZjCiuXIP9ydZ4E6lxq1rIw	Gaming	"[""3370"", ""3439"", ""5507"", ""5767"", ""5972"", ""6362"", ""8497"", ""11192"", ""13037"", ""13113"", ""13114""]"	None	1	Action game	UCUGkSxaVP_65NyK8fUqPRIg	Gaming	"[""9671""]"	Fullscreen	3	Action game	"[""-ajEpJQqUiY"", ""2Uf37b6WREU"", ""AiYmJoqocRU"", ""B2BwkZY31uY"", ""B3yoXOk6NdY"", ""VZeGejKakh4"", ""b3T64D0OTgw"", ""dwCNmfk8gFI"", ""lMokgYLtRuQ"", ""lh0aEFTyCyM"", ""n19EYBQIhFU""]"	11
1640	13113	UCZjCiuXIP9ydZ4E6lxq1rIw	Gaming	"[""3370"", ""3439"", ""5507"", ""5767"", ""5972"", ""6362"", ""8497"", ""11192"", ""13037"", ""13113"", ""13114""]"	None	1	Action game	UC4QQjqv-P_3LW_nMYp5T6HQ	Gaming	""""""	BroadbandTV	3	Gaming	"[""6QFMvhrb2ew"", ""jw4s-zoUPts""]"	2
1641	5507	UCZjCiuXIP9ydZ4E6lxq1rIw	Gaming	"[""3370"", ""3439"", ""5507"", ""5767"", ""5972"", ""6362"", ""8497"", ""11192"", ""13037"", ""13113"", ""13114""]"	None	1	Action game	UC8cG0xzp0p85F2kaoD4yWSg	Gaming	""""""	BroadbandTV	2	Gaming	"[""JqV6b3ImxEM""]"	1
1642	3370	UCZjCiuXIP9ydZ4E6lxq1rIw	Gaming	"[""3370"", ""3439"", ""5507"", ""5767"", ""5972"", ""6362"", ""8497"", ""11192"", ""13037"", ""13113"", ""13114""]"	None	1	Action game	UCebJ11MPiMDFf9EcoLqkLqg	Gaming	""""""	BroadbandTV	3	Action game	"[""ggUkyGFGfQ4""]"	1
1643	11192	UCZjCiuXIP9ydZ4E6lxq1rIw	Gaming	"[""3370"", ""3439"", ""5507"", ""5767"", ""5972"", ""6362"", ""8497"", ""11192"", ""13037"", ""13113"", ""13114""]"	None	1	Action game	UCP8A8blIPLuL2kSSrhKJIhg	Gaming	"[""10991"", ""10992""]"	wizdeo managed	4	Action game	"[""0jDbvPZ1Se0""]"	1
