	cluster	from	from_category	from_cluster	from_network	from_popularity	from_topic	to	to_category	to_cluster	to_network	to_popularity	to_topic	videos	weight
0	220	UCq6VFHwMzcMXbuKyG7SQYIg	Gaming	"[""220"", ""11097""]"	Maker Studios	4	Action game	UCmA-0j6DRVQWo4skl8Otkiw	Entertainment	"[""2251"", ""2981"", ""2982"", ""7678""]"	Maker Studios	4		"[""khyg5YJlLPI""]"	1
1	11097	UCq6VFHwMzcMXbuKyG7SQYIg	Gaming	"[""220"", ""11097""]"	Maker Studios	4	Action game	UCCYHZKyLdUnT7BsGfCQgQ-Q	Entertainment	"[""7586"", ""7587"", ""10333""]"	Maker Studios	2	Gaming	"[""qP8HTuEu7BY""]"	1
2	5556	UClpEE-Led9ZK0GJQKvU--3Q	Entertainment	"[""5556"", ""5884"", ""7050""]"	Maker Studios	2	Football	UCIKF1msqN7lW9gplsifOPkQ	Entertainment	"[""12627""]"	BroadbandTV	3	Music	"[""On4GE5hAU8s""]"	1
3	5556	UClpEE-Led9ZK0GJQKvU--3Q	Entertainment	"[""5556"", ""5884"", ""7050""]"	Maker Studios	2	Football	UCcLLDqqgjHoFaNkNdIrf_FA	Gaming	"[""4139"", ""8817"", ""8818"", ""11763"", ""12363""]"	OmniaMediaCo	3	Football	"[""hAvpa3iyrsM""]"	1
4	5556	UClpEE-Led9ZK0GJQKvU--3Q	Entertainment	"[""5556"", ""5884"", ""7050""]"	Maker Studios	2	Football	UC3M4u8_WwqY-2xDbJXxo5eQ	Gaming	"[""7049"", ""11244""]"	OmniaMediaCo	3	Sports game	"[""4cEkXTIcvH4"", ""_kOwJy1fOuQ""]"	2
5	10681	UCZApDB9BW7ZjNcPb3Wu7rRg	Entertainment	"[""7896"", ""8755"", ""9958"", ""10681""]"	None	3	Food	UCU1nH5X8eC0aD3PkveRjjgw	Gaming	"[""5641"", ""7573"", ""9071"", ""9991"", ""10826""]"	Maker Studios	2	Strategy video game	"[""WvCaYRRL9F8""]"	1
6	6135	UCMDz09-3zO1hm1pqRA-Er0A	Entertainment	"[""6135""]"	BroadbandTV	3	Lifestyle	UC3fxB7rF6T7wqymKUJxwmXA	Entertainment	""""""	BroadbandTV	3	Lifestyle	"[""C7Waq5ZgqGU""]"	1
7	10352	UC_GIy4IHw-LShuhcjJ6n9jg	Gaming	"[""8293"", ""8443"", ""10352"", ""12079"", ""12975"", ""13430""]"	None	0	Hobby	UCE6yrKCbfZ-C-8Sbl1LoYhg	Gaming	"[""3267"", ""11183"", ""12231""]"	BroadbandTV	3	Strategy video game	"[""VNXJbRvu8zE""]"	1
8	12975	UC_GIy4IHw-LShuhcjJ6n9jg	Gaming	"[""8293"", ""8443"", ""10352"", ""12079"", ""12975"", ""13430""]"	None	0	Hobby	UC5l6twzfConuZFkGA_GYrtw	Entertainment	""""""	Maker Studios	2	Hobby	"[""2LAQMtZKpw8"", ""KxWE0NJ96eg"", ""hnbtt8DTrXI"", ""pz8DhJZxbhQ""]"	4
9	1367	UCUcBFGAfOzut1x4GSWa6Akg	Entertainment	"[""1367"", ""4731"", ""6760""]"	Maker Studios	3	Music	UCCk_JV7ar8HlxWZRXQKgS7w	People & Blogs	""""""	BroadbandTV	2	Lifestyle	"[""RJir4ghyTDo""]"	1
10	7444	UCi7TVXyvrIwqeS9tfYD8UDA	Gaming	"[""7444"", ""11855""]"	BroadbandTV	4	Football	UCvGiJYBPgVP7W1ypE3DKOqA	Gaming	"[""6213""]"	Machinima	4	Strategy video game	"[""bWtjQIbp08c""]"	1
11	13426	UCLFTOcssnu2LGS3FxGA5tsQ	Entertainment	"[""13367"", ""13374"", ""13426""]"	None	3	Hobby	UCOPYJ7o7p-i5xT6pvlX-7ng	Entertainment	"[""13377""]"	ScaleLab	3	Hobby	"[""Vur2PfNlI_Q""]"	1
12	13426	UCLFTOcssnu2LGS3FxGA5tsQ	Entertainment	"[""13367"", ""13374"", ""13426""]"	None	3	Hobby	UC7Rrbm84x8RK0OkKlHpmiUQ	Entertainment	"[""10881"", ""11845"", ""12304"", ""13432""]"	BroadbandTV	4	Hobby	"[""dB50g5a1Dx8""]"	1
13	8407	UCo9ExXwpxwBaYRM4mkD_J4A	Music	"[""292"", ""5191"", ""8407"", ""10243"", ""12758"", ""13216"", ""13801""]"	BroadbandTV	2	Hip hop music	UCTvRo7ZqONvaTvh0lG2UYxA	Music	"[""5052"", ""5740"", ""6493"", ""7682"", ""8921"", ""10117"", ""10971"", ""12900""]"	BroadbandTV	3	Hip hop music	"[""EQtp4c2QBqk""]"	1
14	12758	UCo9ExXwpxwBaYRM4mkD_J4A	Music	"[""292"", ""5191"", ""8407"", ""10243"", ""12758"", ""13216"", ""13801""]"	BroadbandTV	2	Hip hop music	UCD3_qHEhy1nPls0l2NZhCEA	Comedy	"[""7338""]"	Studio71	3	Music	"[""syFKneGDzEQ""]"	1
15	10243	UCo9ExXwpxwBaYRM4mkD_J4A	Music	"[""292"", ""5191"", ""8407"", ""10243"", ""12758"", ""13216"", ""13801""]"	BroadbandTV	2	Hip hop music	UCVKWNQ_bjvwberVcQOhYa0A	Comedy	"[""764""]"	Maker Studios	3	Entertainment	"[""AVNlxjv7Yvo""]"	1
16	10243	UCo9ExXwpxwBaYRM4mkD_J4A	Music	"[""292"", ""5191"", ""8407"", ""10243"", ""12758"", ""13216"", ""13801""]"	BroadbandTV	2	Hip hop music	UCVyM1Zknz3u2hGLAN2NVtZg	Comedy	"[""4389"", ""7227"", ""7888"", ""8436"", ""8774""]"	BroadbandTV	4	Music	"[""9Ewtl2sASU4""]"	1
17	5191	UCo9ExXwpxwBaYRM4mkD_J4A	Music	"[""292"", ""5191"", ""8407"", ""10243"", ""12758"", ""13216"", ""13801""]"	BroadbandTV	2	Hip hop music	UCJitJPaU9ClQ7ivDKEzLNuA	Gaming	"[""13155""]"	None	2	Gaming	"[""3WIrb4FvjhI""]"	1
18	292	UCo9ExXwpxwBaYRM4mkD_J4A	Music	"[""292"", ""5191"", ""8407"", ""10243"", ""12758"", ""13216"", ""13801""]"	BroadbandTV	2	Hip hop music	UCCj6vOkV7fosYcBf6fXiYpw	Music	""""""	Freedom!	3	Music	"[""dRDEBaMa2YA""]"	1
19	13216	UCo9ExXwpxwBaYRM4mkD_J4A	Music	"[""292"", ""5191"", ""8407"", ""10243"", ""12758"", ""13216"", ""13801""]"	BroadbandTV	2	Hip hop music	UCj3ygUfAdUPlbaXrmjEYWfQ	Gaming	"[""10043"", ""10045"", ""10046""]"	BroadbandTV	3	Sports game	"[""LSj5HI2qesw""]"	1
20	2202	UCzNq9i-DlDDBLjPerVzJW-A	Comedy	"[""2202""]"	None	3	Music	UCtWoDeegvTPfuuNm_ilJntg	Comedy	"[""5801""]"	Maker Studios	3	Humor	"[""ECbwCuN-5FE""]"	1
21	4509	UCjtLOfx1yt1NlnFIDyAX3Ug	Gaming	"[""4509""]"	OmniaMediaCo	4	Football	UCispvoHvINRUT3g8EgPWguA	Sports	"[""4109"", ""4214"", ""4524"", ""6313"", ""7487"", ""7770""]"	Maker Studios	3	Football	"[""0Fj5uDNGyg8""]"	1
22	4509	UCjtLOfx1yt1NlnFIDyAX3Ug	Gaming	"[""4509""]"	OmniaMediaCo	4	Football	UCfNWN9s_s8kRTCadk04WWJA	Gaming	"[""4093"", ""12107""]"	OmniaMediaCo	4	Football	"[""8NGNWUcjmxQ""]"	1
23	4509	UCjtLOfx1yt1NlnFIDyAX3Ug	Gaming	"[""4509""]"	OmniaMediaCo	4	Football	UC4rZhOlpnq4TpSj6DiWfuNQ	Entertainment	"[""5511""]"	Maker Studios	2	Music	"[""oF_Rf5t6boA""]"	1
24	1685	UC9oOvCsrSGpX1Hl2cIJXYLw	Entertainment	"[""1685"", ""3438"", ""6773"", ""6774"", ""6775"", ""6776"", ""6777"", ""6778"", ""6779"", ""6780"", ""6781"", ""6782"", ""6784"", ""6785"", ""6786"", ""6787"", ""6788"", ""6789"", ""6790"", ""6791"", ""6792"", ""6793"", ""6795"", ""6796"", ""6914"", ""6915"", ""6916"", ""6917"", ""6918"", ""6919"", ""6921"", ""6922"", ""6923"", ""6924"", ""6925"", ""6926"", ""6927"", ""6928"", ""6929"", ""6930"", ""6931"", ""6932"", ""6933"", ""6934"", ""6935""]"	Studio71	2	Gaming	UCIPVJoHb_A5S3kcv3TJlyEg	People & Blogs	"[""8382"", ""8383"", ""8384"", ""10914"", ""11135"", ""12294""]"	BroadbandTV	4	Action game	"[""tdsNqpOLbA0""]"	1
25	11173	UCPkNbKzLDGcD1F02Lgdgs2g	Gaming	"[""9174"", ""9961"", ""11173"", ""12232""]"	BroadbandTV	2	Role-playing video game	UCuRfic6fhaKEGAV7B4p4H1A	Gaming	"[""3331"", ""8077"", ""9831"", ""13254"", ""13330"", ""13633""]"	AGE Network	2	Gaming	"[""5qfmGkAECFk""]"	1
26	3976	UCvgFF5Nt0JVbpcVzetV7XCA	Gaming	"[""3976""]"	BroadbandTV	2	Gaming	UCnyXbcCPqBOf_qXjyNF7dlg	Gaming	"[""5018""]"	melberries	2	Gaming	"[""5iek4LiMRx8""]"	1
27	3976	UCvgFF5Nt0JVbpcVzetV7XCA	Gaming	"[""3976""]"	BroadbandTV	2	Gaming	UCcaEEvsR9Q-ucWPHfOLacxg	Gaming	"[""7216"", ""9509""]"	Maker Studios	3	Gaming	"[""8g6ndDE0MYA"", ""OZXkX368Nsg"", ""mze0QYK4GQE"", ""rULUEf9faJo""]"	4
28	3976	UCvgFF5Nt0JVbpcVzetV7XCA	Gaming	"[""3976""]"	BroadbandTV	2	Gaming	UC4plRabXFGdAE6HP-tBQKdQ	Gaming	"[""1036""]"	Fullscreen	4	Action game	"[""SgH19fwSjKo""]"	1
29	580	UCi1S0Cx-hfDV1w25N3l_0dw	Sports	"[""580"", ""1166"", ""3458"", ""4515"", ""5536"", ""11879""]"	None	2	Fitness	UCIIt69f5D44s2cdb9vXQNzA	Education	"[""5083"", ""5158"", ""5772"", ""7161""]"	None	3	Technology	"[""7VQEk6SSAjU""]"	1
30	1166	UCi1S0Cx-hfDV1w25N3l_0dw	Sports	"[""580"", ""1166"", ""3458"", ""4515"", ""5536"", ""11879""]"	None	2	Fitness	UCBINYCmwE29fBXCpUI8DgTA	Education	"[""5264"", ""8709""]"	BroadbandTV	4	Lifestyle	"[""aCDN1pAEJaQ""]"	1
31	5536	UCi1S0Cx-hfDV1w25N3l_0dw	Sports	"[""580"", ""1166"", ""3458"", ""4515"", ""5536"", ""11879""]"	None	2	Fitness	UCUd0cXmICio8l-SeXZYPJOA	Gaming	"[""890"", ""11963""]"	BroadbandTV	2	Gaming	"[""HJv-ZTMd7k8""]"	1
32	10152	UC4fLWR5uoe66S8spSO3V0gw	Entertainment	"[""7642"", ""10152""]"	Divimove IT affiliated	3	Music	UCK2XRMuKYfZ_dBuUo6r6-3A	Gaming	"[""7645"", ""9142"", ""9143""]"	Machinima	3	Gaming	"[""f9fnYaT_X-k"", ""t1dE2rNOF9s""]"	2
33	10152	UC4fLWR5uoe66S8spSO3V0gw	Entertainment	"[""7642"", ""10152""]"	Divimove IT affiliated	3	Music	UCLtf1GhnARGHtP5jWcEmHLQ	Entertainment	"[""3321"", ""8378"", ""11174"", ""11175""]"	Maker Studios	3	Action game	"[""bhdwPrUcO_A""]"	1
34	10152	UC4fLWR5uoe66S8spSO3V0gw	Entertainment	"[""7642"", ""10152""]"	Divimove IT affiliated	3	Music	UCDz3CjAc51W-YtsxYtSPZXg	Gaming	"[""8316"", ""11038"", ""13149""]"	Divimove IT	3	Gaming	"[""96yuR2Yi3m8""]"	1
35	10152	UC4fLWR5uoe66S8spSO3V0gw	Entertainment	"[""7642"", ""10152""]"	Divimove IT affiliated	3	Music	UC6BUG6Odz2ubIFlKK7jgvew	Gaming	"[""10224"", ""13931""]"	Maker Studios	3	Gaming	"[""3Z0GQ2Ma8O8"", ""57iu7iXWY04""]"	2
36	4082	UCRn1bCS4MnYXQkFTTHdNyMA	Comedy	"[""4082""]"	alldefdigital	2	Lifestyle	UCPvHfZ4tmjeBXo8cIpv60vg	How-to & Style	"[""4234""]"	Studio71	3	Lifestyle	"[""-x3LutVAV14"", ""BGodFlkmmm8"", ""GGNcuhKh6PY"", ""kI2PD4cl2Z4""]"	4
37	4082	UCRn1bCS4MnYXQkFTTHdNyMA	Comedy	"[""4082""]"	alldefdigital	2	Lifestyle	UCtRDjvmnxgv6nNL6h696UYg	Entertainment	"[""6570"", ""8403"", ""8404""]"	BroadbandTV	3	Music	"[""-QzhouA4x-8""]"	1
38	10640	UCyeVfsThIHM_mEZq7YXIQSQ	Gaming	"[""2004"", ""10640""]"	StyleHaul	4	Role-playing video game	UCYVinkwSX7szARULgYpvhLw	Gaming	"[""11559"", ""12102"", ""12357"", ""13501"", ""13785""]"	StyleHaul	4	Action game	"[""-eaNR0tVZkk"", ""012en7bL0p0"", ""1KpLDC8W5jg"", ""5J_50xxITno"", ""6XoC3-aDN4M"", ""6nWE6RkeTgI"", ""7K5D7j9Eb6Y"", ""7yFGleDcSEU"", ""8-BrUHxO4UU"", ""9QetCNkbfBE"", ""A-FPzmfHee0"", ""B7X1M94qjrM"", ""DTya-Jbd6Hg"", ""HJ3lMCDyr2o"", ""HeHC0WlHC_I"", ""IOut7pYgBMA"", ""IwrQFar1B4U"", ""KpkQbnCPv_w"", ""KvwOXyHVLNg"", ""NBgjMkObPmI"", ""NENvvgcoVRg"", ""OWQz2VjltT0"", ""PTGzolusEI8"", ""QaDgeSr2RrA"", ""SkSmtpmkXKU"", ""SvSNshPNQnI"", ""T7XFQ6KSMkk"", ""UdZSGd35qQY"", ""W1wI48Ok2v4"", ""XmUvlHTX-9w"", ""Z7Qzke8R1g8"", ""e4IzWgWp9cQ"", ""f27O3MNjYsA"", ""iNxPdm8lqDE"", ""jzorGG5LfSw"", ""k2S5I7DVnF0"", ""kamx-pZKe2w"", ""onGICftOxIM"", ""pp7BccKNJoQ"", ""u5qkiuy7NdE"", ""zyUXJ3Sf1UU""]"	41
39	10640	UCyeVfsThIHM_mEZq7YXIQSQ	Gaming	"[""2004"", ""10640""]"	StyleHaul	4	Role-playing video game	UCcIsKGoHdHQPXNwrJlb7PVg	Gaming	"[""313"", ""7361"", ""8075"", ""11889"", ""12293""]"	EndemolInternational	3	Action game	"[""B154_5CKYN4"", ""CQ-VqkKqvnU"", ""CjDcpM-G6DM"", ""Ua4mvGz5Gxw"", ""WbFvacx5W08"", ""ezE9ffg13gU"", ""snRnWILLwDI"", ""xuD1egfYRVM""]"	8
40	6529	UCgtgMd3z_Boj_QABLbLlabw	People & Blogs	"[""6529""]"	None	2	Food	UChl-lOZZY2vo_Zho6cfj0uQ	People & Blogs	"[""160""]"	Maker Studios	3	Lifestyle	"[""ClzENBgP4mk"", ""Yswj0L7SAps""]"	2
41	6529	UCgtgMd3z_Boj_QABLbLlabw	People & Blogs	"[""6529""]"	None	2	Food	UCvFyPrPVotqsTlqxUmAOYRw	People & Blogs	"[""1863""]"	Maker Studios	4	Lifestyle	"[""ErPLxspxjiI"", ""zqbraVsveCw""]"	2
42	11195	UC_drtxXViugebE3bzqjD-Kg	Entertainment	"[""11195""]"	BroadbandTV	2	Lifestyle	UCOYUFFxT50nvDaRj5Mn5XNg	Music	""""""	None	3	Children's music	"[""XKOEfXxoeYA""]"	1
43	3544	UCrGnb5RdHA9M6WGmBGYo4ZQ	Gaming	"[""2337"", ""3368"", ""3544"", ""4300""]"	Maker Studios	4	Role-playing video game	UC_AsiL2FFq4J5kIH2PQqwVg	Comedy	"[""3677""]"	BroadbandTV	3	Music	"[""gt27CYq2J1k""]"	1
44	2337	UCrGnb5RdHA9M6WGmBGYo4ZQ	Gaming	"[""2337"", ""3368"", ""3544"", ""4300""]"	Maker Studios	4	Role-playing video game	UChNZkn2p1FVG4LaybWGKlVQ	People & Blogs	"[""8117"", ""8625""]"	BroadbandTV	3	Vehicles	"[""VTqYYPLu-ks""]"	1
45	1693	UCY9f2Rinm3jXBv_R97Uc0Lg	Entertainment	"[""1693""]"	None	1	Music	UCRY5Ex9MEDYHuZPZcYjmb7w	Entertainment	"[""516""]"	BroadbandTV	3	Lifestyle	"[""DjzOgRmchDk"", ""qPboo6SErf0""]"	2
46	11110	UCi844f7R7YxdWXEAo7Tkk7Q	Gaming	"[""11110"", ""11111""]"	BroadbandTV	3	Action-adventure game	UCUwhDdyeWjyMlLEdLYVmU8g	Gaming	"[""9007"", ""10194"", ""11207""]"	Maker Studios	3	Gaming	"[""6t10zCike1g"", ""77JsEDZ6EYc"", ""7jnQa8GADQQ"", ""LLULkmbZdcw"", ""OrsW0wq9HTw"", ""Sx96f5fbx3w"", ""VLj_xJwrxVE"", ""hKSAui6le38"", ""sP7Ao0JZTB0""]"	9
47	5291	UCy8WPFE1WEsCJYcYuzZpeXg	People & Blogs	"[""1339"", ""5291""]"	BroadbandTV	2	Lifestyle	UCPsp098EE90Gyqgvo0Eazeg	Entertainment	""""""	BroadbandTV	3	Lifestyle	"[""5o4hLxAYe7Y"", ""BJT0exh7LGQ"", ""CCzv6Vv25qM"", ""CQMSjkXT-dM"", ""Pg2P2z9NDXY"", ""PvI0ajv6oFg"", ""ZK0ll9kINMU"", ""dFT6WDJqljA"", ""nZUeMjJSR2Q"", ""q23yJCFmnnM"", ""q3hQmfRioCU"", ""tcNI0cR_FXk"", ""xR_06CQvCx4""]"	13
48	405	UCC5kum96eeAdJGfizULP4lw	Entertainment	"[""50"", ""224"", ""405"", ""1407"", ""1502"", ""2464""]"	None	3	Fashion	UCXbqccgn5h3tkVzjava_DIA	Comedy	"[""1844""]"	BroadbandTV	4	Entertainment	"[""3_428gPQpSQ""]"	1
49	4536	UC-V2ze2c4s7rV4neMd7ZS-w	How-to & Style	"[""4536""]"	UCI Affiliate	3	Lifestyle	UCvbuLGqYUqOn1G4nhK3DOyw	Film & Animation	"[""1519"", ""3542""]"	StyleHaul	2	Fashion	"[""V0DNGTuQaik""]"	1
50	13476	UC7h_KLzf87ftHCkc1AfYwUQ	Entertainment	"[""13476""]"	None	2	Movies	UC6hBefyLMtG7FXhZ55da3Vw	Music	"[""13810""]"	BroadbandTV	3	Music	"[""d7deIbHe8dk""]"	1
51	7542	UCISkC3KkwYtXWDp91SXeE4A	Entertainment	"[""7542""]"	Fullscreen	2	Food	UCJNtkDAqZBwJF4GKVD-5QKw	Entertainment	"[""9920""]"	Maker Studios	3	Food	"[""Fb7nUgxx8YA""]"	1
52	7504	UCjpgDLE5LGOpzX2igCKAdSQ	People & Blogs	"[""1046"", ""7503"", ""7504""]"	Maker Studios	3	Lifestyle	UC3plLXnGpWZcFBVKRL2pQyg	Entertainment	"[""1829"", ""2123"", ""2124"", ""2764"", ""5199"", ""5341""]"	Maker Studios	3	Food	"[""2Q1njDjF9qs"", ""3bxQWPW3kJk"", ""69uoID1vs0Y"", ""IuX_eylOJPA"", ""N9cNhMKhVqI"", ""OOm6awL63cI""]"	6
53	8096	UCEM_hWIHsSWHR45cVRh7_vQ	Gaming	"[""7233"", ""8096"", ""10760"", ""12429""]"	BroadbandTV	3	Football	UCjxnv4cOYHI-DSI61i7nniQ	Gaming	"[""9989""]"	Machinima	3	Gaming	"[""WtX9jh9y-PE"", ""tylULC2Z93E""]"	2
54	11091	UCr6n2gOy_WwuXFm-YjC28GQ	Gaming	"[""10584"", ""11091""]"	OmniaMediaCo	4	Action game	UCGXCN4GglgcN4Txp5EUwGRQ	Gaming	"[""5923""]"	BroadbandTV	2	Role-playing video game	"[""JwAEMo8LA68""]"	1
55	2142	UC5pmjxKYia6W0kr9Q4vZT7w	Music	"[""2142""]"	None	3	Music	UCt-rT2jtMulvAMo1aaz1i8g	Cars & Vehicles	"[""1472"", ""10006""]"	None	2	Vehicles	"[""2O09IbmVgRk""]"	1
56	10450	UCudIY7_1bL5fvl0KEYdZFLw	Gaming	"[""10450"", ""10589"", ""13688""]"	Fullscreen	3		UCyrDV7odNfwwXvAXr8b0lCA	Gaming	"[""11354"", ""13052""]"	BroadbandTV	2		"[""4bb1_CaJJ40""]"	1
57	10450	UCudIY7_1bL5fvl0KEYdZFLw	Gaming	"[""10450"", ""10589"", ""13688""]"	Fullscreen	3		UCofnaE5PYRkLmtKDd-IcGKQ	Gaming	"[""199"", ""7643"", ""11003""]"	BroadbandTV	3	Gaming	"[""IKpZg4au-kU""]"	1
58	13688	UCudIY7_1bL5fvl0KEYdZFLw	Gaming	"[""10450"", ""10589"", ""13688""]"	Fullscreen	3		UC26wKVyl4aqpsSsePPWwrjQ	Gaming	"[""11796"", ""12442""]"	Maker Studios	3	Gaming	"[""YubstKTDsQo""]"	1
59	13688	UCudIY7_1bL5fvl0KEYdZFLw	Gaming	"[""10450"", ""10589"", ""13688""]"	Fullscreen	3		UCqpyFHhE13LsrG5qDknJcFQ	Gaming	"[""7692"", ""7694"", ""7695""]"	BroadbandTV	3	Gaming	"[""wpT8wCQJBaI""]"	1
60	10450	UCudIY7_1bL5fvl0KEYdZFLw	Gaming	"[""10450"", ""10589"", ""13688""]"	Fullscreen	3		UC7UUrKshr-x0a5rqa4qxzrQ	Gaming	"[""12189"", ""12819""]"	BroadbandTV	3	Gaming	"[""MZpygVIgqDw""]"	1
61	10450	UCudIY7_1bL5fvl0KEYdZFLw	Gaming	"[""10450"", ""10589"", ""13688""]"	Fullscreen	3		UCclC0JACuuz3yRwfDBf9XPA	Gaming	"[""9552"", ""9855"", ""12687"", ""13364""]"	Fullscreen	3	Role-playing video game	"[""oZtkSr4Qy4Q""]"	1
62	13688	UCudIY7_1bL5fvl0KEYdZFLw	Gaming	"[""10450"", ""10589"", ""13688""]"	Fullscreen	3		UCi_ue-QWalnecJ34QHHt1Gg	People & Blogs	"[""12339"", ""13988""]"	Curse	2	Gaming	"[""S39KilqWDx0""]"	1
63	10450	UCudIY7_1bL5fvl0KEYdZFLw	Gaming	"[""10450"", ""10589"", ""13688""]"	Fullscreen	3		UCtKxzL3x-dNAJrlauIkJS9A	Gaming	"[""2976"", ""8744"", ""8746""]"	BroadbandTV	3	Gaming	"[""w6bpKZVS5Nc""]"	1
64	7932	UCu1NksnFbeB2J0JAltAKOZQ	Gaming	"[""7932""]"	Machinima	3	Gaming	UCDQBy_-k_fngkq4zaGoVb4g	Gaming	"[""10634"", ""10635""]"	BroadbandTV	3	Gaming	"[""jSGHiL-r-Uc""]"	1
65	9760	UC7nGdI1YVbdj0lBqEeg8KxQ	Entertainment	"[""5638"", ""7676"", ""8135"", ""8732"", ""9760""]"	None	4	Hobby	UCqdGW_m8Rim4FeMM29keDEg	Entertainment	"[""5474"", ""6328"", ""8134"", ""13786""]"	None	4		"[""b9I5olmZvcc""]"	1
66	6651	UCUl7mwOyySfZzUkq4H29nug	Gaming	"[""6651"", ""6971""]"	BroadbandTV	2	Gaming	UCoJVkqfplAU14UedhCAPztQ	Gaming	"[""7983""]"	Maker Studios	3	Role-playing video game	"[""jM4pu9kzkCE""]"	1
67	29	UCW2G11dTUlkjZCW_0EaZK4Q	Entertainment	"[""29"", ""1431"", ""1432"", ""3361""]"	Maker Studios	3	Music	UCD-aXv7CMezGSTfxmKAD6Ag	Entertainment	"[""440"", ""2760""]"	Maker Studios	4	Music	"[""PEtPdqyZREA""]"	1
68	7858	UC9Q0dAjbhv0FbwvoHRSmjxA	How-to & Style	"[""5824"", ""5825"", ""7858""]"	Maker Studios	4	Hobby	UCXodGGoCUuMgLFoTf42OgIw	Entertainment	"[""5965"", ""10225"", ""13088"", ""13394""]"	None	2	Hobby	"[""z63XGfhgnCs""]"	1
69	5824	UC9Q0dAjbhv0FbwvoHRSmjxA	How-to & Style	"[""5824"", ""5825"", ""7858""]"	Maker Studios	4	Hobby	UCY26xU0-avwTJ6F6TzUZVEw	Film & Animation	"[""2073"", ""2460"", ""5912"", ""6667"", ""6831""]"	DreamWorksTV	4	Movies	"[""DdUV2Yh53Ws""]"	1
70	5825	UC9Q0dAjbhv0FbwvoHRSmjxA	How-to & Style	"[""5824"", ""5825"", ""7858""]"	Maker Studios	4	Hobby	UCdwudRKMOrpS08Q33JWpv7A	How-to & Style	""""""	Maker Studios	3	Hobby	"[""05qV0QMFYW0"", ""j4w9eaCwa3U""]"	2
71	4522	UCWP9sPHAkNy4WILl-UIYr-A	Comedy	"[""4522""]"	None	3	Lifestyle	UCy-pRSIMMBsp-AZlV4go3vw	Entertainment	"[""595"", ""3461"", ""7996""]"	None	4		"[""56CV8oT0BBA"", ""8_hQ8KNc5tk"", ""Gq42NdvNaK8""]"	3
72	4522	UCWP9sPHAkNy4WILl-UIYr-A	Comedy	"[""4522""]"	None	3	Lifestyle	UCKZPygoPIOCJS_mRgiZWFiA	People & Blogs	"[""6715""]"	None	2	Lifestyle	"[""pEGcbvz8kYg""]"	1
73	2702	UCrE1XaOmUyNaOs9NdgmU-TA	Gaming	"[""2138"", ""2342"", ""2702"", ""5159"", ""5324"", ""5510"", ""6390"", ""7273"", ""7591"", ""7733"", ""9584"", ""11271""]"	Maker Studios	2	Action game	UCU8fJPOQqMyLCprylcE5T0A	People & Blogs	"[""5860"", ""5861""]"	Maker Studios	3	Lifestyle	"[""6Z4DQKPeKnY""]"	1
74	5159	UCrE1XaOmUyNaOs9NdgmU-TA	Gaming	"[""2138"", ""2342"", ""2702"", ""5159"", ""5324"", ""5510"", ""6390"", ""7273"", ""7591"", ""7733"", ""9584"", ""11271""]"	Maker Studios	2	Action game	UCRDrPY1NcBSjut1q65-Ydbg	Gaming	""""""	BroadbandTV	3	Movies	"[""ldQCsqIIcfo""]"	1
75	5324	UCrE1XaOmUyNaOs9NdgmU-TA	Gaming	"[""2138"", ""2342"", ""2702"", ""5159"", ""5324"", ""5510"", ""6390"", ""7273"", ""7591"", ""7733"", ""9584"", ""11271""]"	Maker Studios	2	Action game	UC1UzB_b7NSxoRjhZZDicuqw	Gaming	""""""	BroadbandTV	2	Action game	"[""Oueb9Yv13lc""]"	1
76	11271	UCrE1XaOmUyNaOs9NdgmU-TA	Gaming	"[""2138"", ""2342"", ""2702"", ""5159"", ""5324"", ""5510"", ""6390"", ""7273"", ""7591"", ""7733"", ""9584"", ""11271""]"	Maker Studios	2	Action game	UCOOCeqi5txwviDZ4M5W9QSg	People & Blogs	"[""8918""]"	onerpmweb affiliate	4	Music	"[""9LgMOB_UV9o""]"	1
77	5159	UCrE1XaOmUyNaOs9NdgmU-TA	Gaming	"[""2138"", ""2342"", ""2702"", ""5159"", ""5324"", ""5510"", ""6390"", ""7273"", ""7591"", ""7733"", ""9584"", ""11271""]"	Maker Studios	2	Action game	UCjT9Hwh4twdfvFZCV1tIsCw	Gaming	"[""4960"", ""8262""]"	BroadbandTV	3	Action game	"[""74Ry3AzXD_E"", ""RbLfKYttDhc"", ""ToVErH4463A""]"	3
78	3055	UCG4JOj6aRvPhmMng8-MOUmw	Entertainment	"[""3055""]"	None	2	Hip hop music	UCjfPobJg2TZ83j-5AQ54lkQ	Entertainment	"[""4303""]"	Studio71	3	Music	"[""9A_aoPQlDeU""]"	1
79	7307	UCdM34OHz6bm8dlIJTYDSLyg	Comedy	"[""7307""]"	BroadbandTV	3	Music	UC4WjlJxCPSbykB0P3R1My1Q	Sports	"[""806"", ""5958"", ""8826"", ""10942"", ""13726""]"	None	2	Sports	"[""IlOAWlvzIpA"", ""xtWnKaIz2SA""]"	2
80	7307	UCdM34OHz6bm8dlIJTYDSLyg	Comedy	"[""7307""]"	BroadbandTV	3	Music	UCE4xBsDmbZY0_gY6AU5M4Cw	Comedy	"[""2706""]"	BroadbandTV	3	Music	"[""V72T33eoDbI""]"	1
