en,4144
pt,1319
es,612
de,296
ru,267
fr,255
it,95
ar,56
pl,31
ro,27
hr,25
tr,24
id,23
no,23
et,22
th,22
ca,21
ja,16
da,14
tl,13
bg,12
vi,12
af,9
so,8
cy,8
uk,8
nl,8
ko,7
lt,7
fi,5
cs,5
sw,5
sl,5
sv,4
el,3
sk,2
hu,2
zh-tw,1
zh-cn,1
he,1
